,player,player_id,line,stat,league_id,event_time,opp,Team,count,over_prob,under_prob,pred
147,Dak Prescott,35704,273.5,Passing And Rush Yards,1,2023-10-17T00:15:00,LAC,DAL,3,0.5,0.5,270.03942816564086
148,Damone Clark,242683,7.5,Tackles and Assists,1,2023-10-17T00:15:00,LAC,DAL,2,0.5320230699736923,0.46797693002630764,7.891730171651486
149,Darren Waller,38281,43.5,Receiving Yards,1,2023-10-22T17:00:00,NYG,WAS,1,0.5,0.5,43.68228540402356
150,David Lowe,41934,0.5,Home Runs,5,2023-10-16T20:37:00,HOU,TEX,3,,,0.5
151,David Lowe,41934,0.5,Home Runs,5,2023-10-16T20:37:00,HOU,TEX,6,,,0.5
152,David Lowe,41934,0.5,Total Bases,5,2023-10-16T20:37:00,HOU,TEX,3,0.5521229125469774,0.4478770874530226,0.8015624729724866
153,David Lowe,41934,0.5,Total Hits,5,2023-10-16T20:37:00,HOU,TEX,3,,,0.5
154,David Lowe,41934,0.5,Total Hits,5,2023-10-16T20:37:00,HOU,TEX,5,,,0.5
155,DeMarcus Lawrence,995,0.25,Sacks,1,2023-10-17T00:15:00,LAC,DAL,1,0.3838517538054269,0.6161482461945731,0.43599697649802427
156,DeMarcus Lawrence,995,0.5,Sacks,1,2023-10-17T00:15:00,LAC,DAL,5,0.34700315457413244,0.6529968454258674,0.43599697649802427
157,DeVonta Smith,35599,59.5,Receiving Yards,1,2023-10-23T00:20:00,PHI,MIA,1,0.5,0.5,59.685315885533946
