,player,player_id,points,price,side,stat,book,league_id,event_time,prob,opp,Team,time
140,Christian McCaffrey,35191,14.5,-120.0,under,Rush Attempts,DraftKings,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
141,Christian McCaffrey,35191,16.5,-160.0,under,Rushing Attempts,DraftKings,1,2023-10-24T00:15:00,0.6153846153846154,MIN,SF,2023-10-23 16:04:00
142,Christian McCaffrey,35191,13.5,-125.0,under,Longest Reception,DraftKings,1,2023-10-24T00:15:00,0.5555555555555556,MIN,SF,2023-10-23 16:04:00
143,Christian McCaffrey,35191,3.5,-110.0,under,Receptions,DraftKings,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
144,Christian McCaffrey,35191,95.5,-115.0,under,Rush+Rec Yards,DraftKings,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
145,Christian McCaffrey,35191,27.5,-120.0,under,Receiving Yards,DraftKings,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
146,Christian McCaffrey,35191,63.5,-115.0,under,Rush Yards,DraftKings,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
147,Christian McCaffrey,35191,16.5,-130.0,under,Rushing Attempts,FanDuel,1,2023-10-24T00:15:00,0.5652173913043478,MIN,SF,2023-10-23 16:04:00
148,Christian McCaffrey,35191,3.5,-113.0,under,Receptions,FanDuel,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
149,Christian McCaffrey,35191,94.5,-114.0,under,Rush+Rec Yards,FanDuel,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
150,Christian McCaffrey,35191,26.5,-110.0,under,Receiving Yards,FanDuel,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
151,Christian McCaffrey,35191,64.5,-110.0,under,Rush Yards,FanDuel,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
152,Christian McCaffrey,35191,16.5,-139.0,under,Rushing Attempts,Caesars,1,2023-10-24T00:15:00,0.5815899581589958,MIN,SF,2023-10-23 16:04:00
153,Christian McCaffrey,35191,13.5,-128.0,under,Longest Reception,Caesars,1,2023-10-24T00:15:00,0.5614035087719298,MIN,SF,2023-10-23 16:04:00
154,Christian McCaffrey,35191,3.5,-123.0,under,Receptions,Caesars,1,2023-10-24T00:15:00,0.5515695067264574,MIN,SF,2023-10-23 16:04:00
155,Christian McCaffrey,35191,95.5,-101.0,under,Rush+Rec Yards,Caesars,1,2023-10-24T00:15:00,0.5024875621890548,MIN,SF,2023-10-23 16:04:00
156,Christian McCaffrey,35191,27.5,-103.0,under,Receiving Yards,Caesars,1,2023-10-24T00:15:00,0.5073891625615764,MIN,SF,2023-10-23 16:04:00
157,Christian McCaffrey,35191,63.5,-118.0,under,Rush Yards,Caesars,1,2023-10-24T00:15:00,0.5412844036697247,MIN,SF,2023-10-23 16:04:00
158,Christian McCaffrey,35191,13.5,-121.0,under,Longest Reception,Pinnacle,1,2023-10-24T00:15:00,0.5475113122171946,MIN,SF,2023-10-23 16:04:00
159,Christian McCaffrey,35191,3.5,-121.0,under,Receptions,Pinnacle,1,2023-10-24T00:15:00,0.5475113122171946,MIN,SF,2023-10-23 16:04:00
160,Christian McCaffrey,35191,27.5,-102.0,under,Receiving Yards,Pinnacle,1,2023-10-24T00:15:00,0.504950495049505,MIN,SF,2023-10-23 16:04:00
161,Christian McCaffrey,35191,63.5,-115.0,under,Rush Yards,Pinnacle,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
162,Christian McCaffrey,35191,12.5,-115.0,under,Longest Reception,Bet365,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
163,Christian McCaffrey,35191,3.5,-130.0,under,Receptions,Bet365,1,2023-10-24T00:15:00,0.5652173913043478,MIN,SF,2023-10-23 16:04:00
164,Christian McCaffrey,35191,96.5,-115.0,under,Rush+Rec Yards,Bet365,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
165,Christian McCaffrey,35191,26.5,-110.0,under,Receiving Yards,Bet365,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
166,Christian McCaffrey,35191,64.5,-110.0,under,Rush Yards,Bet365,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
167,Christian McCaffrey,35191,3.5,-135.0,under,Receptions,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
168,Christian McCaffrey,35191,95.5,-135.0,under,Rush+Rec Yards,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
169,Christian McCaffrey,35191,27.5,-135.0,under,Receiving Yards,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
170,Christian McCaffrey,35191,63.5,-135.0,under,Rush Yards,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
171,Christian McCaffrey,35191,3.5,-135.0,under,Receptions,PrizePicks,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
172,Christian McCaffrey,35191,25.5,-135.0,under,Receiving Yards,PrizePicks,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
173,Christian McCaffrey,35191,65.5,-135.0,under,Rush Yards,PrizePicks,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
174,Christian McCaffrey,35191,3.5,-103.0,under,Receptions,SportsBetting,1,2023-10-24T00:15:00,0.5073891625615764,MIN,SF,2023-10-23 16:04:00
175,Christian McCaffrey,35191,26.5,-103.0,under,Receiving Yards,SportsBetting,1,2023-10-24T00:15:00,0.5073891625615764,MIN,SF,2023-10-23 16:04:00
176,Christian McCaffrey,35191,63.5,-115.0,under,Rush Yards,SportsBetting,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
177,Christian McCaffrey,35191,3.5,-103.0,under,Receptions,BetOnline,1,2023-10-24T00:15:00,0.5073891625615764,MIN,SF,2023-10-23 16:04:00
178,Christian McCaffrey,35191,26.5,-103.0,under,Receiving Yards,BetOnline,1,2023-10-24T00:15:00,0.5073891625615764,MIN,SF,2023-10-23 16:04:00
179,Christian McCaffrey,35191,63.5,-115.0,under,Rush Yards,BetOnline,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
180,Christian McCaffrey,35191,3.5,-103.0,under,Receptions,Bovada,1,2023-10-24T00:15:00,0.5073891625615764,MIN,SF,2023-10-23 16:04:00
181,Christian McCaffrey,35191,26.5,-103.0,under,Receiving Yards,Bovada,1,2023-10-24T00:15:00,0.5073891625615764,MIN,SF,2023-10-23 16:04:00
182,Christian McCaffrey,35191,63.5,-115.0,under,Rush Yards,Bovada,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
183,Christian McCaffrey,35191,95.5,-120.0,under,Rush+Rec Yards,PointsBet,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
184,Christian McCaffrey,35191,25.5,-115.0,under,Receiving Yards,PointsBet,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
185,Christian McCaffrey,35191,65.5,-120.0,under,Rush Yards,PointsBet,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
0,Johnny Mundt,38909,10.5,110.0,over,Receiving Yards,PointsBet,1,2023-10-24T00:15:00,0.4761904761904761,MIN,SF,2023-10-23 16:04:00
1,Johnny Mundt,38909,6.5,-105.0,over,Receiving Yards,FanDuel,1,2023-10-24T00:15:00,0.5121951219512195,MIN,SF,2023-10-23 16:04:00
2,Johnny Mundt,38909,10.5,-145.0,under,Receiving Yards,PointsBet,1,2023-10-24T00:15:00,0.5918367346938775,MIN,SF,2023-10-23 16:04:00
3,Johnny Mundt,38909,6.5,-115.0,under,Receiving Yards,FanDuel,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
0,Jauan Jennings,35057,25.5,-111.0,over,Rush+Rec Yards,Caesars,1,2023-10-24T00:15:00,0.5260663507109005,MIN,SF,2023-10-23 16:04:00
1,Jauan Jennings,35057,2.5,118.0,over,Receptions,Caesars,1,2023-10-24T00:15:00,0.4587155963302752,MIN,SF,2023-10-23 16:04:00
2,Jauan Jennings,35057,25.5,-119.0,over,Receiving Yards,Caesars,1,2023-10-24T00:15:00,0.54337899543379,MIN,SF,2023-10-23 16:04:00
3,Jauan Jennings,35057,15.5,-123.0,over,Longest Reception,Caesars,1,2023-10-24T00:15:00,0.5515695067264574,MIN,SF,2023-10-23 16:04:00
4,Jauan Jennings,35057,25.5,-120.0,over,Rush+Rec Yards,BetMGM,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
5,Jauan Jennings,35057,2.5,135.0,over,Receptions,BetMGM,1,2023-10-24T00:15:00,0.425531914893617,MIN,SF,2023-10-23 16:04:00
6,Jauan Jennings,35057,25.5,-115.0,over,Receiving Yards,BetMGM,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
7,Jauan Jennings,35057,15.5,-120.0,over,Longest Reception,BetMGM,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
8,Jauan Jennings,35057,25.5,-135.0,over,Rush+Rec Yards,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
9,Jauan Jennings,35057,2.0,-135.0,over,Receptions,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
10,Jauan Jennings,35057,25.5,-135.0,over,Receiving Yards,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
11,Jauan Jennings,35057,25.5,-115.0,over,Rush+Rec Yards,DraftKings,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
12,Jauan Jennings,35057,2.5,124.0,over,Receptions,DraftKings,1,2023-10-24T00:15:00,0.4464285714285714,MIN,SF,2023-10-23 16:04:00
13,Jauan Jennings,35057,25.5,-120.0,over,Receiving Yards,DraftKings,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
14,Jauan Jennings,35057,15.5,-120.0,over,Longest Reception,DraftKings,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
15,Jauan Jennings,35057,28.5,-115.0,over,Rush+Rec Yards,Bet365,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
16,Jauan Jennings,35057,2.5,120.0,over,Receptions,Bet365,1,2023-10-24T00:15:00,0.4545454545454545,MIN,SF,2023-10-23 16:04:00
17,Jauan Jennings,35057,28.5,-110.0,over,Receiving Yards,Bet365,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
18,Jauan Jennings,35057,16.5,-115.0,over,Longest Reception,Bet365,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
19,Jauan Jennings,35057,2.5,124.0,over,Receptions,SportsBetting,1,2023-10-24T00:15:00,0.4464285714285714,MIN,SF,2023-10-23 16:04:00
20,Jauan Jennings,35057,25.5,-109.0,over,Receiving Yards,SportsBetting,1,2023-10-24T00:15:00,0.5215311004784688,MIN,SF,2023-10-23 16:04:00
21,Jauan Jennings,35057,2.5,124.0,over,Receptions,BetOnline,1,2023-10-24T00:15:00,0.4464285714285714,MIN,SF,2023-10-23 16:04:00
22,Jauan Jennings,35057,25.5,-109.0,over,Receiving Yards,BetOnline,1,2023-10-24T00:15:00,0.5215311004784688,MIN,SF,2023-10-23 16:04:00
23,Jauan Jennings,35057,2.5,124.0,over,Receptions,Bovada,1,2023-10-24T00:15:00,0.4464285714285714,MIN,SF,2023-10-23 16:04:00
24,Jauan Jennings,35057,25.5,-109.0,over,Receiving Yards,Bovada,1,2023-10-24T00:15:00,0.5215311004784688,MIN,SF,2023-10-23 16:04:00
25,Jauan Jennings,35057,2.5,130.0,over,Receptions,888sports,1,2023-10-24T00:15:00,0.4347826086956521,MIN,SF,2023-10-23 16:04:00
26,Jauan Jennings,35057,25.5,-120.0,over,Receiving Yards,888sports,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
27,Jauan Jennings,35057,2.5,140.0,over,Receptions,Pinnacle,1,2023-10-24T00:15:00,0.4166666666666667,MIN,SF,2023-10-23 16:04:00
28,Jauan Jennings,35057,25.5,106.0,over,Receiving Yards,Pinnacle,1,2023-10-24T00:15:00,0.4854368932038835,MIN,SF,2023-10-23 16:04:00
29,Jauan Jennings,35057,15.5,-119.0,over,Longest Reception,Pinnacle,1,2023-10-24T00:15:00,0.54337899543379,MIN,SF,2023-10-23 16:04:00
30,Jauan Jennings,35057,2.5,108.0,over,Receptions,FanDuel,1,2023-10-24T00:15:00,0.4807692307692308,MIN,SF,2023-10-23 16:04:00
31,Jauan Jennings,35057,26.5,-110.0,over,Receiving Yards,FanDuel,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
32,Jauan Jennings,35057,16.5,-114.0,over,Longest Reception,FanDuel,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
33,Jauan Jennings,35057,2.5,114.0,over,Receptions,Parx,1,2023-10-24T00:15:00,0.4672897196261682,MIN,SF,2023-10-23 16:04:00
34,Jauan Jennings,35057,26.5,-113.0,over,Receiving Yards,Parx,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
35,Jauan Jennings,35057,16.5,-108.0,over,Longest Reception,Parx,1,2023-10-24T00:15:00,0.5192307692307693,MIN,SF,2023-10-23 16:04:00
36,Jauan Jennings,35057,2.5,114.0,over,Receptions,Unibet,1,2023-10-24T00:15:00,0.4672897196261682,MIN,SF,2023-10-23 16:04:00
37,Jauan Jennings,35057,26.5,-113.0,over,Receiving Yards,Unibet,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
38,Jauan Jennings,35057,16.5,-108.0,over,Longest Reception,Unibet,1,2023-10-24T00:15:00,0.5192307692307693,MIN,SF,2023-10-23 16:04:00
39,Jauan Jennings,35057,2.5,114.0,over,Receptions,Four Winds,1,2023-10-24T00:15:00,0.4672897196261682,MIN,SF,2023-10-23 16:04:00
40,Jauan Jennings,35057,26.5,-113.0,over,Receiving Yards,Four Winds,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
41,Jauan Jennings,35057,16.5,-108.0,over,Longest Reception,Four Winds,1,2023-10-24T00:15:00,0.5192307692307693,MIN,SF,2023-10-23 16:04:00
42,Jauan Jennings,35057,2.5,114.0,over,Receptions,BetRivers,1,2023-10-24T00:15:00,0.4672897196261682,MIN,SF,2023-10-23 16:04:00
43,Jauan Jennings,35057,26.5,-113.0,over,Receiving Yards,BetRivers,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
44,Jauan Jennings,35057,16.5,-108.0,over,Longest Reception,BetRivers,1,2023-10-24T00:15:00,0.5192307692307693,MIN,SF,2023-10-23 16:04:00
45,Jauan Jennings,35057,2.5,114.0,over,Receptions,Sugarhouse,1,2023-10-24T00:15:00,0.4672897196261682,MIN,SF,2023-10-23 16:04:00
46,Jauan Jennings,35057,26.5,-113.0,over,Receiving Yards,Sugarhouse,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
47,Jauan Jennings,35057,16.5,-108.0,over,Longest Reception,Sugarhouse,1,2023-10-24T00:15:00,0.5192307692307693,MIN,SF,2023-10-23 16:04:00
48,Jauan Jennings,35057,2.5,-135.0,over,Receptions,PrizePicks,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
49,Jauan Jennings,35057,28.5,-135.0,over,Receiving Yards,PrizePicks,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
50,Jauan Jennings,35057,25.5,-120.0,over,Receiving Yards,PointsBet,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
51,Jauan Jennings,35057,25.5,-123.0,under,Rush+Rec Yards,Caesars,1,2023-10-24T00:15:00,0.5515695067264574,MIN,SF,2023-10-23 16:04:00
52,Jauan Jennings,35057,2.5,-164.0,under,Receptions,Caesars,1,2023-10-24T00:15:00,0.6212121212121212,MIN,SF,2023-10-23 16:04:00
53,Jauan Jennings,35057,25.5,-115.0,under,Receiving Yards,Caesars,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
54,Jauan Jennings,35057,15.5,-111.0,under,Longest Reception,Caesars,1,2023-10-24T00:15:00,0.5260663507109005,MIN,SF,2023-10-23 16:04:00
55,Jauan Jennings,35057,25.5,-110.0,under,Rush+Rec Yards,BetMGM,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
56,Jauan Jennings,35057,2.5,-185.0,under,Receptions,BetMGM,1,2023-10-24T00:15:00,0.6491228070175439,MIN,SF,2023-10-23 16:04:00
57,Jauan Jennings,35057,25.5,-115.0,under,Receiving Yards,BetMGM,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
58,Jauan Jennings,35057,15.5,-110.0,under,Longest Reception,BetMGM,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
59,Jauan Jennings,35057,25.5,-135.0,under,Rush+Rec Yards,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
60,Jauan Jennings,35057,2.0,-135.0,under,Receptions,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
61,Jauan Jennings,35057,25.5,-135.0,under,Receiving Yards,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
62,Jauan Jennings,35057,25.5,-115.0,under,Rush+Rec Yards,DraftKings,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
63,Jauan Jennings,35057,2.5,-160.0,under,Receptions,DraftKings,1,2023-10-24T00:15:00,0.6153846153846154,MIN,SF,2023-10-23 16:04:00
64,Jauan Jennings,35057,25.5,-110.0,under,Receiving Yards,DraftKings,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
65,Jauan Jennings,35057,15.5,-110.0,under,Longest Reception,DraftKings,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
66,Jauan Jennings,35057,28.5,-115.0,under,Rush+Rec Yards,Bet365,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
67,Jauan Jennings,35057,2.5,-150.0,under,Receptions,Bet365,1,2023-10-24T00:15:00,0.6,MIN,SF,2023-10-23 16:04:00
68,Jauan Jennings,35057,28.5,-110.0,under,Receiving Yards,Bet365,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
69,Jauan Jennings,35057,16.5,-115.0,under,Longest Reception,Bet365,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
70,Jauan Jennings,35057,2.5,-161.0,under,Receptions,SportsBetting,1,2023-10-24T00:15:00,0.6168582375478927,MIN,SF,2023-10-23 16:04:00
71,Jauan Jennings,35057,25.5,-119.0,under,Receiving Yards,SportsBetting,1,2023-10-24T00:15:00,0.54337899543379,MIN,SF,2023-10-23 16:04:00
72,Jauan Jennings,35057,2.5,-161.0,under,Receptions,Bovada,1,2023-10-24T00:15:00,0.6168582375478927,MIN,SF,2023-10-23 16:04:00
73,Jauan Jennings,35057,25.5,-119.0,under,Receiving Yards,Bovada,1,2023-10-24T00:15:00,0.54337899543379,MIN,SF,2023-10-23 16:04:00
74,Jauan Jennings,35057,2.5,-161.0,under,Receptions,BetOnline,1,2023-10-24T00:15:00,0.6168582375478927,MIN,SF,2023-10-23 16:04:00
75,Jauan Jennings,35057,25.5,-119.0,under,Receiving Yards,BetOnline,1,2023-10-24T00:15:00,0.54337899543379,MIN,SF,2023-10-23 16:04:00
76,Jauan Jennings,35057,2.5,-200.0,under,Receptions,888sports,1,2023-10-24T00:15:00,0.6666666666666666,MIN,SF,2023-10-23 16:04:00
77,Jauan Jennings,35057,25.5,-120.0,under,Receiving Yards,888sports,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
78,Jauan Jennings,35057,2.5,-192.0,under,Receptions,Pinnacle,1,2023-10-24T00:15:00,0.6575342465753424,MIN,SF,2023-10-23 16:04:00
79,Jauan Jennings,35057,25.5,-141.0,under,Receiving Yards,Pinnacle,1,2023-10-24T00:15:00,0.5850622406639004,MIN,SF,2023-10-23 16:04:00
80,Jauan Jennings,35057,15.5,-111.0,under,Longest Reception,Pinnacle,1,2023-10-24T00:15:00,0.5260663507109005,MIN,SF,2023-10-23 16:04:00
81,Jauan Jennings,35057,2.5,-138.0,under,Receptions,FanDuel,1,2023-10-24T00:15:00,0.5798319327731093,MIN,SF,2023-10-23 16:04:00
82,Jauan Jennings,35057,26.5,-110.0,under,Receiving Yards,FanDuel,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
83,Jauan Jennings,35057,16.5,-114.0,under,Longest Reception,FanDuel,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
84,Jauan Jennings,35057,2.5,-150.0,under,Receptions,Parx,1,2023-10-24T00:15:00,0.6,MIN,SF,2023-10-23 16:04:00
85,Jauan Jennings,35057,26.5,-115.0,under,Receiving Yards,Parx,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
86,Jauan Jennings,35057,16.5,-121.0,under,Longest Reception,Parx,1,2023-10-24T00:15:00,0.5475113122171946,MIN,SF,2023-10-23 16:04:00
87,Jauan Jennings,35057,2.5,-150.0,under,Receptions,Unibet,1,2023-10-24T00:15:00,0.6,MIN,SF,2023-10-23 16:04:00
88,Jauan Jennings,35057,26.5,-115.0,under,Receiving Yards,Unibet,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
89,Jauan Jennings,35057,16.5,-121.0,under,Longest Reception,Unibet,1,2023-10-24T00:15:00,0.5475113122171946,MIN,SF,2023-10-23 16:04:00
90,Jauan Jennings,35057,2.5,-150.0,under,Receptions,Four Winds,1,2023-10-24T00:15:00,0.6,MIN,SF,2023-10-23 16:04:00
91,Jauan Jennings,35057,26.5,-115.0,under,Receiving Yards,Four Winds,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
92,Jauan Jennings,35057,16.5,-121.0,under,Longest Reception,Four Winds,1,2023-10-24T00:15:00,0.5475113122171946,MIN,SF,2023-10-23 16:04:00
93,Jauan Jennings,35057,2.5,-150.0,under,Receptions,BetRivers,1,2023-10-24T00:15:00,0.6,MIN,SF,2023-10-23 16:04:00
94,Jauan Jennings,35057,26.5,-115.0,under,Receiving Yards,BetRivers,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
95,Jauan Jennings,35057,16.5,-121.0,under,Longest Reception,BetRivers,1,2023-10-24T00:15:00,0.5475113122171946,MIN,SF,2023-10-23 16:04:00
96,Jauan Jennings,35057,2.5,-150.0,under,Receptions,Sugarhouse,1,2023-10-24T00:15:00,0.6,MIN,SF,2023-10-23 16:04:00
97,Jauan Jennings,35057,26.5,-115.0,under,Receiving Yards,Sugarhouse,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
98,Jauan Jennings,35057,16.5,-121.0,under,Longest Reception,Sugarhouse,1,2023-10-24T00:15:00,0.5475113122171946,MIN,SF,2023-10-23 16:04:00
99,Jauan Jennings,35057,2.5,-135.0,under,Receptions,PrizePicks,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
100,Jauan Jennings,35057,28.5,-135.0,under,Receiving Yards,PrizePicks,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
101,Jauan Jennings,35057,25.5,-110.0,under,Receiving Yards,PointsBet,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
0,Danielle Hunter,36102,3.5,-161.0,over,Tackles and Assists,Caesars,1,2023-10-24T00:15:00,0.6168582375478927,MIN,SF,2023-10-23 16:04:00
1,Danielle Hunter,36102,3.5,-160.0,over,Tackles and Assists,BetMGM,1,2023-10-24T00:15:00,0.6153846153846154,MIN,SF,2023-10-23 16:04:00
2,Danielle Hunter,36102,3.5,-150.0,over,Tackles and Assists,DraftKings,1,2023-10-24T00:15:00,0.6,MIN,SF,2023-10-23 16:04:00
3,Danielle Hunter,36102,0.25,-115.0,over,Sacks,DraftKings,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
4,Danielle Hunter,36102,0.5,105.0,over,Sacks,Sugarhouse,1,2023-10-24T00:15:00,0.4878048780487805,MIN,SF,2023-10-23 16:04:00
5,Danielle Hunter,36102,0.5,105.0,over,Sacks,Unibet,1,2023-10-24T00:15:00,0.4878048780487805,MIN,SF,2023-10-23 16:04:00
6,Danielle Hunter,36102,0.5,105.0,over,Sacks,Parx,1,2023-10-24T00:15:00,0.4878048780487805,MIN,SF,2023-10-23 16:04:00
7,Danielle Hunter,36102,0.5,105.0,over,Sacks,BetRivers,1,2023-10-24T00:15:00,0.4878048780487805,MIN,SF,2023-10-23 16:04:00
8,Danielle Hunter,36102,0.5,105.0,over,Sacks,Four Winds,1,2023-10-24T00:15:00,0.4878048780487805,MIN,SF,2023-10-23 16:04:00
9,Danielle Hunter,36102,0.5,-135.0,over,Sacks,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
10,Danielle Hunter,36102,0.25,-135.0,over,Sacks,PrizePicks,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
11,Danielle Hunter,36102,3.5,116.0,under,Tackles and Assists,Caesars,1,2023-10-24T00:15:00,0.4629629629629629,MIN,SF,2023-10-23 16:04:00
12,Danielle Hunter,36102,3.5,120.0,under,Tackles and Assists,BetMGM,1,2023-10-24T00:15:00,0.4545454545454545,MIN,SF,2023-10-23 16:04:00
13,Danielle Hunter,36102,3.5,120.0,under,Tackles and Assists,DraftKings,1,2023-10-24T00:15:00,0.4545454545454545,MIN,SF,2023-10-23 16:04:00
