,player,team,line,stat,league,date,time
789,SLATEM$,SR (MAPS 1-2 Kills),10.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
790,Chris Gutierrez,Alateng Heili,63.5,Significant Strikes,12,2023-10-14,2023-10-11 13:51:00
791,Lamar Jackson + Courtland Sutton,TEN/KC,0.5,Rush+Rec TDs (Combo),9,2023-10-12,2023-10-11 13:51:00
792,Wendell Carter Jr.	,2023-2024 Season,9.1,Rebounds Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
793,stanislaw,Evil Geniuses,26.5,MAPS 1-2 Kills,265,2023-10-11,2023-10-11 13:51:00
794,Harrison Butker,DEN,1.5,FG Made,9,2023-10-12,2023-10-11 13:51:00
795,Chelsea Gray + Kelsey Plum,NYL,4.0,3-PT Made (Combo),3,2023-10-11,2023-10-11 13:51:00
796,Kirill Kaprizov,2023-2024 Season,43.5,Goals,236,2023-10-12,2023-10-11 13:51:00
797,Alex Singleton,KC,10.0,Tackles+Ast,9,2023-10-12,2023-10-11 13:51:00
798,Mitchell Robinson,2023-2024 Season,9.1,Rebounds Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
799,Donovan Mitchell,2023-2024 Season,28.0,Points Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
800,Jason Robertson,2023-2024 Season,43.5,Goals,236,2023-10-12,2023-10-11 13:51:00
801,Donovan Mitchell,2023-2024 Season,2.5,Double-Doubles,173,2023-10-25,2023-10-11 13:51:00
802,Donovan Mitchell,2023-2024 Season,0.5,50+ Point Games,173,2023-10-25,2023-10-11 13:51:00
803,Melissa Dixon	,Irina Alekseeva,47.5,Significant Strikes,12,2023-10-14,2023-10-11 13:51:00
804,Chelsea Gray + Jackie Young,NYL,4.0,3-PT Made (Combo),3,2023-10-11,2023-10-11 13:51:00
805,Arteezy,Thunder (MAPS 1-2 Kills),17.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
806,junior,Forsaken,9.5,MAPS 1-2 Headshots,265,2023-10-11,2023-10-11 13:51:00
807,Darius Garland,2023-2024 Season,7.5,30+ Point Games,173,2023-10-25,2023-10-11 13:51:00
808,Al Horford,2023-2024 Season,0.5,Technical Fouls,173,2023-10-25,2023-10-11 13:51:00
809,Darius Garland,2023-2024 Season,20.5,Double-Doubles,173,2023-10-25,2023-10-11 13:51:00
810,Justin Reid,DEN,5.0,Tackles+Ast,9,2023-10-12,2023-10-11 13:51:00
811,Darius Garland,2023-2024 Season,7.9,Assists Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
812,Darius Garland,2023-2024 Season,2.5,3PT Made Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
813,Abed,Thunder (MAPS 1-2 Kills),18.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
814,autimatic,Forsaken,16.5,MAPS 1-2 Headshots,265,2023-10-11,2023-10-11 13:51:00
815,Darius Garland,2023-2024 Season,21.9,Points Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
816,Breanna Stewart + Sabrina Ionescu,LVA,37.5,Points (Combo),3,2023-10-11,2023-10-11 13:51:00
817,Sam Reinhart,2023-2024 Season,30.5,Goals,236,2023-10-12,2023-10-11 13:51:00
818,Evan Mobley,2023-2024 Season,9.4,Rebounds Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
819,K1,bc (MAPS 1-2 Kills),12.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
820,Tainara Lisboa,Ravena Oliveira,10.5,Fight Time (Mins),12,2023-10-14,2023-10-11 13:51:00
821,Tainara Lisboa,Ravena Oliveira,34.5,Significant Strikes,12,2023-10-14,2023-10-11 13:51:00
822,Tainara Lisboa,Ravena Oliveira,1.5,Takedowns,12,2023-10-14,2023-10-11 13:51:00
823,Breanna Stewart + Courtney Vandersloot,LVA,30.5,Points (Combo),3,2023-10-11,2023-10-11 13:51:00
824,Jeorge,Forsaken,15.0,MAPS 1-2 Headshots,265,2023-10-11,2023-10-11 13:51:00
825,Roope Hintz,2023-2024 Season,36.5,Goals,236,2023-10-12,2023-10-11 13:51:00
826,Josey Jewell,KC,7.5,Tackles+Ast,9,2023-10-12,2023-10-11 13:51:00
827,Sabrina Ionescu + Courtney Vandersloot,LVA,25.5,Points (Combo),3,2023-10-11,2023-10-11 13:51:00
828,Justin Simmons,KC,5.5,Tackles+Ast,9,2023-10-12,2023-10-11 13:51:00
829,Bogdan Bogdanovic,2023-2024 Season,0.5,Technical Fouls,173,2023-10-25,2023-10-11 13:51:00
830,Gunnar,bc (MAPS 1-2 Kills),11.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
831,Jarrett Allen,2023-2024 Season,9.9,Rebounds Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
832,HexT,Forsaken,14.5,MAPS 1-2 Headshots,265,2023-10-11,2023-10-11 13:51:00
833,Alex Ovechkin,2023-2024 Season,40.5,Goals,236,2023-10-13,2023-10-11 13:51:00
834,TJ Brown,Darren Elkins,52.5,Significant Strikes,12,2023-10-14,2023-10-11 13:51:00
835,TJ Brown,Darren Elkins,14.75,Fight Time (Mins),12,2023-10-14,2023-10-11 13:51:00
836,TJ Brown,Darren Elkins,2.0,Takedowns,12,2023-10-14,2023-10-11 13:51:00
837,Parker,nouns (MAPS 1-2 Kills),22.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
838,Breanna Stewart + Jonquel Jones,LVA,37.0,Points (Combo),3,2023-10-11,2023-10-11 13:51:00
839,Christian Rodriguez,Cameron Saaiman,0.5,Takedowns,12,2023-10-14,2023-10-11 13:51:00
840,Patrick Surtain II,KC,3.5,Tackles+Ast,9,2023-10-12,2023-10-11 13:51:00
841,Christian Rodriguez,Cameron Saaiman,42.5,Significant Strikes,12,2023-10-14,2023-10-11 13:51:00
842,Walco,Forsaken,16.0,MAPS 1-2 Headshots,265,2023-10-11,2023-10-11 13:51:00
843,Kevin love ,2023-2024 Season,0.5,Technical Fouls,173,2023-10-25,2023-10-11 13:51:00
844,Breanna Stewart + Betnijah Laney,LVA,36.5,Points (Combo),3,2023-10-11,2023-10-11 13:51:00
845,DarkMago,nouns (MAPS 1-2 Kills),15.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
846,Kevin love ,2023-2024 Season,2.5,Double-Doubles,173,2023-10-25,2023-10-11 13:51:00
847,Kareem Jackson,KC,6.0,Tackles+Ast,9,2023-10-12,2023-10-11 13:51:00
848,JBa,Evil Geniuses,18.5,MAPS 1-2 Headshots,265,2023-10-11,2023-10-11 13:51:00
849,Edgar Chairez	,Daniel Lacerda,24.5,Significant Strikes,12,2023-10-14,2023-10-11 13:51:00
850,Edgar Chairez	,Daniel Lacerda,5.0,Fight Time (Mins),12,2023-10-14,2023-10-11 13:51:00
851,Michel Pereira,Andre Petroski,12.5,Fight Time (Mins),12,2023-10-14,2023-10-11 13:51:00
852,Sabrina Ionescu + Betnijah Laney,LVA,31.5,Points (Combo),3,2023-10-11,2023-10-11 13:51:00
853,Trent McDuffie,DEN,5.0,Tackles+Ast,9,2023-10-12,2023-10-11 13:51:00
854,Michel Pereira,Andre Petroski,58.5,Significant Strikes,12,2023-10-14,2023-10-11 13:51:00
855,cxzi,Evil Geniuses,13.0,MAPS 1-2 Headshots,265,2023-10-11,2023-10-11 13:51:00
856,skiter,Talon (MAPS 1-2 Kills),13.5,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
857,Jonathan Martinez,Adrian Yanez,10.5,Fight Time (Mins),12,2023-10-14,2023-10-11 13:51:00
858,Breanna Stewart + Sabrina Ionescu,LVA,14.0,Rebounds (Combo),3,2023-10-11,2023-10-11 13:51:00
859,Jonathan Martinez,Adrian Yanez,52.5,Significant Strikes,12,2023-10-14,2023-10-11 13:51:00
860,Infinite,Evil Geniuses,15.5,MAPS 1-2 Headshots,265,2023-10-11,2023-10-11 13:51:00
861,Topson,Talon (MAPS 1-2 Kills),17.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
862,23savage,Tundra (MAPS 1-2 Kills),11.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
863,wiz,Evil Geniuses,10.0,MAPS 1-2 Headshots,265,2023-10-11,2023-10-11 13:51:00
864,Breanna Stewart + Jonquel Jones,LVA,20.5,Rebounds (Combo),3,2023-10-11,2023-10-11 13:51:00
865,Jennifer Maia,Viviane Araujo,80.5,Significant Strikes,12,2023-10-14,2023-10-11 13:51:00
866,stanislaw,Evil Geniuses,13.5,MAPS 1-2 Headshots,265,2023-10-11,2023-10-11 13:51:00
867,Sodiq Yusuff,Edson Barboza,72.5,Significant Strikes,12,2023-10-14,2023-10-11 13:51:00
868,Sodiq Yusuff,Edson Barboza,13.5,Fight Time (Mins),12,2023-10-14,2023-10-11 13:51:00
869,Breanna Stewart + Sabrina Ionescu,LVA,7.5,Assists (Combo),3,2023-10-11,2023-10-11 13:51:00
870,Mikoto,Tundra (MAPS 1-2 Kills),12.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
871,Breanna Stewart + Courtney Vandersloot,LVA,9.5,Assists (Combo),3,2023-10-11,2023-10-11 13:51:00
872,Freddie Freeman,ARI,7.5,Hitter Fantasy Score,2,2023-10-11,2023-10-11 13:51:00
873,RAMZES666,Entity (MAPS 1-2 Kills),15.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
874,Bojan Bogdanovic,2023-2024 Season,7.5,30+ Point Games,173,2023-10-25,2023-10-11 13:51:00
875,Bojan Bogdanovic,2023-2024 Season,19.7,Points Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
876,Lance Lynn,ARI 1st Inning,16.5,Pitches Thrown,231,2023-10-11,2023-10-11 13:51:00
877,Lance Lynn,ARI 1+2 Innings,2.0,Pitcher Strikeouts,231,2023-10-11,2023-10-11 13:51:00
878,Kevin Punter,ASVEL Lyon-Villeurbanne,15.5,PTS,151,2023-10-12,2023-10-11 13:51:00
879,Nando De Colo,Partizan,1.5,3P,151,2023-10-12,2023-10-11 13:51:00
880,Brandon Pfaadt,LAD 1st Inning,16.5,Pitches Thrown,231,2023-10-11,2023-10-11 13:51:00
881,Jimmy Butler,2023-2024 Season,3.5,Technical Fouls,173,2023-10-25,2023-10-11 13:51:00
882,Cade Cunningham,2023-2024 Season,8.5,30+ Point Games,173,2023-10-25,2023-10-11 13:51:00
883,Sabrina Ionescu + Courtney Vandersloot,LVA,11.0,Assists (Combo),3,2023-10-11,2023-10-11 13:51:00
884,kiyotaka,Entity (MAPS 1-2 Kills),18.5,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
885,Corbin Carroll,LAD,8.5,Hitter Fantasy Score,2,2023-10-11,2023-10-11 13:51:00
886,Brandon Pfaadt,LAD 1+2+3 Innings,2.5,Pitcher Strikeouts,231,2023-10-11,2023-10-11 13:51:00
887,Cade Cunningham,2023-2024 Season,6.2,Assists Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
888,Nando De Colo,Partizan,19.5,PTS+TRB+AST,151,2023-10-12,2023-10-11 13:51:00
889,Nando De Colo,Partizan,13.5,PTS,151,2023-10-12,2023-10-11 13:51:00
890,Cade Cunningham,2023-2024 Season,21.4,Points Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
891,Nando De Colo,Partizan,3.5,AST,151,2023-10-12,2023-10-11 13:51:00
892,Jimmy Butler,2023-2024 Season,1.5,Triple-Doubles,173,2023-10-25,2023-10-11 13:51:00
893,Nando De Colo,Partizan,2.5,TRB,151,2023-10-12,2023-10-11 13:51:00
894,Sabrina Ionescu + Betnijah Laney,LVA,4.0,3-PT Made (Combo),3,2023-10-11,2023-10-11 13:51:00
895,Zach LeDay,ASVEL Lyon-Villeurbanne,5.5,TRB,151,2023-10-12,2023-10-11 13:51:00
896,watson,9P (MAPS 1-2 Kills),14.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
897,Mookie Betts,ARI,7.5,Hitter Fantasy Score,2,2023-10-11,2023-10-11 13:51:00
898,Zach LeDay,ASVEL Lyon-Villeurbanne,11.5,PTS,151,2023-10-12,2023-10-11 13:51:00
899,Joffrey Lauvergne,Partizan,5.5,TRB,151,2023-10-12,2023-10-11 13:51:00
900,Ketel Marte,LAD,7.0,Hitter Fantasy Score,2,2023-10-11,2023-10-11 13:51:00
901,Breanna Stewart + A'ja Wilson,LVA/NYL,43.0,Points (Combo),3,2023-10-11,2023-10-11 13:51:00
902,Stormstormer,9P (MAPS 1-2 Kills),12.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
903,Joffrey Lauvergne,Partizan,12.5,PTS,151,2023-10-12,2023-10-11 13:51:00
904,James Nunnally,ASVEL Lyon-Villeurbanne,2.5,TRB,151,2023-10-12,2023-10-11 13:51:00
905,James Nunnally,ASVEL Lyon-Villeurbanne,9.5,PTS,151,2023-10-12,2023-10-11 13:51:00
906,Breanna Stewart + Kelsey Plum,LVA/NYL,40.0,Points (Combo),3,2023-10-11,2023-10-11 13:51:00
907,miCKe,BB (MAPS 1-2 Kills),15.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
908,James Nunnally,ASVEL Lyon-Villeurbanne,13.5,PTS+TRB+AST,151,2023-10-12,2023-10-11 13:51:00
909,James Nunnally,ASVEL Lyon-Villeurbanne,1.5,3P,151,2023-10-12,2023-10-11 13:51:00
910,Will Smith,ARI,7.0,Hitter Fantasy Score,2,2023-10-11,2023-10-11 13:51:00
911,Breanna Stewart + Chelsea Gray,LVA/NYL,38.0,Points (Combo),3,2023-10-11,2023-10-11 13:51:00
912,Nisha,BB (MAPS 1-2 Kills),14.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
913,Timothe Luwawu-Cabarrot,Partizan,10.5,PTS,151,2023-10-12,2023-10-11 13:51:00
914,Nic Claxton,2023-2024 Season,9.5,Rebounds Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
915,Aleksa Avramovic,ASVEL Lyon-Villeurbanne,9.5,PTS,151,2023-10-12,2023-10-11 13:51:00
916,Nightfall,Liquid (MAPS 1-2 Kills),15.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
917,Breanna Stewart + Jackie Young,LVA/NYL,40.0,Points (Combo),3,2023-10-11,2023-10-11 13:51:00
918,gpk~,Liquid (MAPS 1-2 Kills),13.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
919,Sabrina Ionescu + A'ja Wilson,LVA/NYL,38.0,Points (Combo),3,2023-10-11,2023-10-11 13:51:00
920,Mike Scott,Partizan,8.5,PTS,151,2023-10-12,2023-10-11 13:51:00
921,Mike Scott,Partizan,1.5,3P,151,2023-10-12,2023-10-11 13:51:00
922,Sabrina Ionescu + Kelsey Plum,LVA/NYL,35.0,Points (Combo),3,2023-10-11,2023-10-11 13:51:00
923,shiro,nouns (MAPS 1-2 Kills),17.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
924,Lamar Jackson,TEN,0.5,INT,9,2023-10-15,2023-10-11 13:51:00
925,NothingToSay,nouns (MAPS 1-2 Kills),16.5,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
926,Paris Lee,Partizan,8.5,PTS,151,2023-10-12,2023-10-11 13:51:00
927,Sabrina Ionescu + Chelsea Gray,LVA/NYL,33.0,Points (Combo),3,2023-10-11,2023-10-11 13:51:00
928,Lamar Jackson,TEN,42.5,Rush Yards,9,2023-10-15,2023-10-11 13:51:00
929,Lamar Jackson,TEN,219.5,Pass Yards,9,2023-10-15,2023-10-11 13:51:00
930,Paris Lee,Partizan,4.5,AST,151,2023-10-12,2023-10-11 13:51:00
931,Kyle Anderson ,2023-2024 Season,0.5,Triple-Doubles,173,2023-10-25,2023-10-11 13:51:00
932,Lamar Jackson,TEN,1.5,Pass+Rush+Rec TDs,9,2023-10-15,2023-10-11 13:51:00
933,Sabrina Ionescu + Jackie Young,LVA/NYL,35.0,Points (Combo),3,2023-10-11,2023-10-11 13:51:00
934,Ryan Tannehill,BAL,0.5,INT,9,2023-10-15,2023-10-11 13:51:00
935,Karl-Anthony Towns,2023-2024 Season,9.5,30+ Point Games,173,2023-10-25,2023-10-11 13:51:00
936,Ryan Tannehill,BAL,210.5,Pass Yards,9,2023-10-15,2023-10-11 13:51:00
937,Karl-Anthony Towns,2023-2024 Season,22.0,Points Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
938,K1,LGD (MAPS 1-2 Kills),10.5,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
939,Ryan Tannehill,BAL,8.5,Rush Yards,9,2023-10-15,2023-10-11 13:51:00
940,Justin Tucker,TEN,6.5,Kicking Points,9,2023-10-15,2023-10-11 13:51:00
941,Justin Tucker,TEN,1.5,FG Made,9,2023-10-15,2023-10-11 13:51:00
942,Anthony Edwards,2023-2024 Season,0.5,50+ Point Games,173,2023-10-25,2023-10-11 13:51:00
943,Courtney Vandersloot + Chelsea Gray,LVA/NYL,26.5,Points (Combo),3,2023-10-11,2023-10-11 13:51:00
944,Rudy Gobert,2023-2024 Season,11.6,Rebounds Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
945,Anthony Edwards,2023-2024 Season,26.0,Points Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
946,Anthony Edwards,2023-2024 Season,7.5,Technical Fouls,173,2023-10-25,2023-10-11 13:51:00
947,Gunnar,LGD (MAPS 1-2 Kills),9.5,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
948,Anthony Edwards,2023-2024 Season,20.5,30+ Point Games,173,2023-10-25,2023-10-11 13:51:00
949,Anthony Edwards,2023-2024 Season,2.9,3PT Made Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
950,Derrick Henry,BAL,66.5,Rush Yards,9,2023-10-15,2023-10-11 13:51:00
951,Kiritych~,GG (MAPS 1-2 Kills),9.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
952,Bam Adebayo,2023-2024 Season,9.3,Rebounds Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
953,Jonquel Jones + A'ja Wilson,LVA/NYL,38.0,Points (Combo),3,2023-10-11,2023-10-11 13:51:00
954,Derrick Henry,BAL,9.5,Receiving Yards,9,2023-10-15,2023-10-11 13:51:00
955,squad1x,GG (MAPS 1-2 Kills),11.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
956,Breanna Stewart + A'ja Wilson,LVA/NYL,18.0,Rebounds (Combo),3,2023-10-11,2023-10-11 13:51:00
957,Breanna Stewart + Chelsea Gray,LVA/NYL,14.0,Rebounds (Combo),3,2023-10-11,2023-10-11 13:51:00
958,Pascal Siakam,2023-2024 Season,15.5,30+ Point Games,173,2023-10-25,2023-10-11 13:51:00
959,dyrachyo,VP (MAPS 1-2 Kills),15.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
960,Pascal Siakam,2023-2024 Season,1.5,Triple-Doubles,173,2023-10-25,2023-10-11 13:51:00
961,Quinn,VP (MAPS 1-2 Kills),15.5,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
962,Tyjae Spears,BAL,14.5,Receiving Yards,9,2023-10-15,2023-10-11 13:51:00
963,Tyjae Spears,BAL,27.5,Rush Yards,9,2023-10-15,2023-10-11 13:51:00
964,Breanna Stewart + Jackie Young,LVA/NYL,14.0,Rebounds (Combo),3,2023-10-11,2023-10-11 13:51:00
965,Sabrina Ionescu + A'ja Wilson,LVA/NYL,13.5,Rebounds (Combo),3,2023-10-11,2023-10-11 13:51:00
966,Costabile,Quest (MAPS 1-2 Kills),10.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
967,Sabrina Ionescu + Chelsea Gray,LVA/NYL,9.5,Rebounds (Combo),3,2023-10-11,2023-10-11 13:51:00
968,Robo,PSG (MAPS 1-2 Kills),4.5,MAPS 1-2 Kills,121,2023-10-12,2023-10-11 13:51:00
969,4nalog,Quest (MAPS 1-2 Kills),10.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
970,Sabrina Ionescu + Jackie Young,LVA/NYL,10.0,Rebounds (Combo),3,2023-10-11,2023-10-11 13:51:00
971,TA2000,KStars (MAPS 1-2 Kills),17.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
972,Croc,PSG (MAPS 1-2 Kills),3.0,MAPS 1-2 Kills,121,2023-10-12,2023-10-11 13:51:00
973,DeAndre Hopkins + Gus Edwards,BAL/TEN,0.5,Rush+Rec TDs (Combo),9,2023-10-15,2023-10-11 13:51:00
974,No!ob,KStars (MAPS 1-2 Kills),16.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
975,Jonquel Jones + A'ja Wilson,LVA/NYL,20.5,Rebounds (Combo),3,2023-10-11,2023-10-11 13:51:00
976,Lamar Jackson + Tyjae Spears,TEN/BAL,0.5,Rush+Rec TDs (Combo),9,2023-10-15,2023-10-11 13:51:00
977,tinowns,PSG (MAPS 1-2 Kills),5.0,MAPS 1-2 Kills,121,2023-10-12,2023-10-11 13:51:00
978,Keyone Jenkins,TEP,234.5,Pass Yards,15,2023-10-11,2023-10-11 13:51:00
979,Route,PSG (MAPS 1-2 Kills),7.0,MAPS 1-2 Kills,121,2023-10-12,2023-10-11 13:51:00
980,Juancho Hernangomez,FC Bayern Munich,13.5,PTS,151,2023-10-12,2023-10-11 13:51:00
981,Juancho Hernangomez,FC Bayern Munich,6.5,TRB,151,2023-10-12,2023-10-11 13:51:00
982,Shai Gilgeous-Alexander,2023-2024 Season,0.5,50+ Point Games,173,2023-10-25,2023-10-11 13:51:00
983,Pakazs,SMG (MAPS 1-2 Kills),17.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
984,Tua Tagovailoa,Weeks 6-9,1150.5,Pass Yards,263,2023-10-12,2023-10-11 13:51:00
985,Shai Gilgeous-Alexander,2023-2024 Season,30.6,Points Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
986,Zay Flowers,TEN,54.5,Receiving Yards,9,2023-10-15,2023-10-11 13:51:00
987,Shai Gilgeous-Alexander,2023-2024 Season,4.5,Double-Doubles,173,2023-10-25,2023-10-11 13:51:00
988,Breanna Stewart + Kelsey Plum,LVA/NYL,7.0,Assists (Combo),3,2023-10-11,2023-10-11 13:51:00
989,Zay Flowers + Mark Andrews,TEN,0.5,Rush+Rec TDs (Combo),9,2023-10-15,2023-10-11 13:51:00
990,Tua Tagovailoa,Weeks 6-9,7.5,Pass TDs,263,2023-10-12,2023-10-11 13:51:00
991,DeMar DeRozan,2023-2024 Season,23.8,Points Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
992,Chris Luck,SMG (MAPS 1-2 Kills),13.5,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
993,Sylvain Francisco,PANATHINAIKOS OPAP ATHENS,11.0,PTS,151,2023-10-12,2023-10-11 13:51:00
994,Sylvain Francisco,PANATHINAIKOS OPAP ATHENS,1.5,3P,151,2023-10-12,2023-10-11 13:51:00
995,DeMar DeRozan,2023-2024 Season,14.5,30+ Point Games,173,2023-10-25,2023-10-11 13:51:00
996,Breanna Stewart + Chelsea Gray,LVA/NYL,10.5,Assists (Combo),3,2023-10-11,2023-10-11 13:51:00
997,Azhi,LLL (MAPS 1-2 Kills),5.0,MAPS 1-2 Kills,121,2023-10-12,2023-10-11 13:51:00
998,DeAndre Hopkins,BAL,59.5,Receiving Yards,9,2023-10-15,2023-10-11 13:51:00
999,DeMar DeRozan,2023-2024 Season,9.5,Technical Fouls,173,2023-10-25,2023-10-11 13:51:00
1000,Chet Holmgren ,2023-2024 Season,13.2,Points Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
1001,JunJia,LLL (MAPS 1-2 Kills),5.5,MAPS 1-2 Kills,121,2023-10-12,2023-10-11 13:51:00
1002,Torrance Burgess,FIU,54.5,Rush Yards,15,2023-10-11,2023-10-11 13:51:00
1003,Breanna Stewart + Jackie Young,LVA/NYL,7.5,Assists (Combo),3,2023-10-11,2023-10-11 13:51:00
1004,Marius Grigonis,FC Bayern Munich,12.5,PTS,151,2023-10-12,2023-10-11 13:51:00
1005,Mark Andrews,TEN,53.5,Receiving Yards,9,2023-10-15,2023-10-11 13:51:00
1006,MidOne,EG (MAPS 1-2 Kills),14.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
1007,Zach Lavine,2023-2024 Season,2.7,3PT Made Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
1008,Shomari Lawrence,TEP,40.5,Rush Yards,15,2023-10-11,2023-10-11 13:51:00
1009,Maple,LLL (MAPS 1-2 Kills),8.5,MAPS 1-2 Kills,121,2023-10-12,2023-10-11 13:51:00
1010,Zach Lavine,2023-2024 Season,16.5,30+ Point Games,173,2023-10-25,2023-10-11 13:51:00
1011,No[o]ne-,EG (MAPS 1-2 Kills),13.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
1012,Tyreek Hill,Weeks 6-9,2.5,Rec TDs,263,2023-10-12,2023-10-11 13:51:00
1013,Sabrina Ionescu + Kelsey Plum,LVA/NYL,8.5,Assists (Combo),3,2023-10-11,2023-10-11 13:51:00
1014,Isaac Bonga,PANATHINAIKOS OPAP ATHENS,10.5,PTS,151,2023-10-12,2023-10-11 13:51:00
1015,Isaac Bonga,PANATHINAIKOS OPAP ATHENS,5.0,TRB,151,2023-10-12,2023-10-11 13:51:00
1016,Zach Lavine,2023-2024 Season,25.1,Points Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
1017,Kris Mitchell,TEP,88.5,Receiving Yards,15,2023-10-11,2023-10-11 13:51:00
1018,Josh Giddey,2023-2024 Season,6.5,Assists Per Game AVG,173,2023-10-25,2023-10-11 13:51:00
1019,Sabrina Ionescu + Chelsea Gray,LVA/NYL,12.0,Assists (Combo),3,2023-10-11,2023-10-11 13:51:00
1020,Yatoro,Entity (MAPS 1-2 Kills),20.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
1021,Mathias Lessort,FC Bayern Munich,11.5,PTS,151,2023-10-12,2023-10-11 13:51:00
1022,Alex Caruso,2023-2024 Season,0.5,Double-Doubles,173,2023-10-25,2023-10-11 13:51:00
1023,Josh Giddey,2023-2024 Season,3.5,Triple-Doubles,173,2023-10-25,2023-10-11 13:51:00
1024,Mathias Lessort,FC Bayern Munich,7.5,TRB,151,2023-10-12,2023-10-11 13:51:00
1025,Josh Giddey,2023-2024 Season,1.5,30+ Point Games,173,2023-10-25,2023-10-11 13:51:00
1026,Mark Andrews,Weeks 6-9,1.5,Rec TDs,263,2023-10-12,2023-10-11 13:51:00
1027,Alex Caruso,2023-2024 Season,1.5,Technical Fouls,173,2023-10-25,2023-10-11 13:51:00
1028,Wako,LLL (MAPS 1-2 Kills),10.0,MAPS 1-2 Kills,121,2023-10-12,2023-10-11 13:51:00
1029,Josh Giddey,2023-2024 Season,0.5,Technical Fouls,173,2023-10-25,2023-10-11 13:51:00
1030,Nikola Vucevic,2023-2024 Season,3.5,30+ Point Games,173,2023-10-25,2023-10-11 13:51:00
1031,Rest,TW (MAPS 1-2 Kills),5.5,MAPS 1-2 Kills,121,2023-10-12,2023-10-11 13:51:00
1032,Carsen Edwards,PANATHINAIKOS OPAP ATHENS,10.5,PTS,151,2023-10-12,2023-10-11 13:51:00
1033,Carsen Edwards,PANATHINAIKOS OPAP ATHENS,1.5,3P,151,2023-10-12,2023-10-11 13:51:00
1034,Nikola Vucevic,2023-2024 Season,0.5,Triple-Doubles,173,2023-10-25,2023-10-11 13:51:00
