,player,team,line,stat,league,date,time
518,CJ McCollum	,2023-2024 Season,2.7,3PT Made Per Game AVG,173,2023-10-25,2023-10-10 15:57:00
519,CJ McCollum	,2023-2024 Season,3.5,Technical Fouls,173,2023-10-25,2023-10-10 15:57:00
520,Luka Doncic,2023-2024 Season,31.2,Points Per Game AVG,173,2023-10-25,2023-10-10 15:57:00
521,Luka Doncic,2023-2024 Season,1.5,50+ Point Games,173,2023-10-25,2023-10-10 15:57:00
522,Luka Doncic,2023-2024 Season,13.5,Technical Fouls,173,2023-10-25,2023-10-10 15:57:00
523,Luka Doncic,2023-2024 Season,2.9,3PT Made Per Game AVG,173,2023-10-25,2023-10-10 15:57:00
524,Luka Doncic,2023-2024 Season,8.6,Rebounds Per Game AVG,173,2023-10-25,2023-10-10 15:57:00
525,Luka Doncic,2023-2024 Season,6.5,Triple-Doubles,173,2023-10-25,2023-10-10 15:57:00
526,Luka Doncic,2023-2024 Season,8.1,Assists Per Game AVG,173,2023-10-25,2023-10-10 15:57:00
527,Victor Wembanyama,2023-2024 Season,2.5,30+ Point Games,173,2023-10-25,2023-10-10 15:57:00
528,Victor Wembanyama,2023-2024 Season,17.0,Points Per Game AVG,173,2023-10-25,2023-10-10 15:57:00
529,Victor Wembanyama,2023-2024 Season,8.6,Rebounds Per Game AVG,173,2023-10-25,2023-10-10 15:57:00
530,Kyrie Irving,2023-2024 Season,26.7,Points Per Game AVG,173,2023-10-25,2023-10-10 15:57:00
531,Kyrie Irving,2023-2024 Season,3.5,Technical Fouls,173,2023-10-25,2023-10-10 15:57:00
532,Kyrie Irving,2023-2024 Season,5.5,Double-Doubles,173,2023-10-25,2023-10-10 15:57:00
533,Kyrie Irving,2023-2024 Season,0.5,50+ Point Games,173,2023-10-25,2023-10-10 15:57:00
534,Kyrie Irving,2023-2024 Season,20.5,30+ Point Games,173,2023-10-25,2023-10-10 15:57:00
535,Keldon Johnson,2023-2024 Season,20.8,Points Per Game AVG,173,2023-10-25,2023-10-10 15:57:00
536,Paul George,2023-2024 Season,4.5,Technical Fouls,173,2023-10-25,2023-10-10 15:57:00
537,Nathan Eovaldi,BAL 1+2 Innings,2.0,Pitcher Strikeouts,231,2023-10-10,2023-10-10 15:57:00
538,Nikita Kucherov,2023-2024 Season,108.5,PTS,236,2023-10-10,2023-10-10 15:57:00
539,Dean Kremer,TEX 1+2 Innings,2.0,Pitcher Strikeouts,231,2023-10-10,2023-10-10 15:57:00
540,Steven Stamkos,2023-2024 Season,80.5,PTS,236,2023-10-10,2023-10-10 15:57:00
541,Bijan Robinson,WAS,76.5,Rush Yards,9,2023-10-15,2023-10-10 15:57:00
542,Russell Westbrook,2023-2024 Season,6.9,Assists Per Game AVG,173,2023-10-25,2023-10-10 15:57:00
543,Brian Robinson Jr.,ATL,61.5,Rush Yards,9,2023-10-15,2023-10-10 15:57:00
544,Sidney Crosby,2023-2024 Season,90.5,PTS,236,2023-10-10,2023-10-10 15:57:00
545,Connor Bedard,2023-2024 Season,69.5,PTS,236,2023-10-10,2023-10-10 15:57:00
546,P.J. Tucker,2023-2024 Season,3.5,Technical Fouls,173,2023-10-26,2023-10-10 15:57:00
547,Jack Eichel,2023-2024 Season,75.5,PTS,236,2023-10-10,2023-10-10 15:57:00
548,Matty Beniers,2023-2024 Season,66.5,PTS,236,2023-10-10,2023-10-10 15:57:00
549,Mitch Marner,2023-2024 Season,99.5,PTS,236,2023-10-11,2023-10-10 15:57:00
550,Brady Tkachuk,2023-2024 Season,85.5,PTS,236,2023-10-11,2023-10-10 15:57:00
551,Sebastian Aho,2023-2024 Season,72.5,PTS,236,2023-10-11,2023-10-10 15:57:00
552,David Pastrnak,2023-2024 Season,93.5,PTS,236,2023-10-11,2023-10-10 15:57:00
553,Giannis Antetokounmpo,2023-2024 Season,29.2,Points Per Game AVG,173,2023-10-26,2023-10-10 15:57:00
554,Giannis Antetokounmpo,2023-2024 Season,0.5,50+ Point Games,173,2023-10-24,2023-10-10 15:57:00
555,Giannis Antetokounmpo,2023-2024 Season,4.5,Triple-Doubles,173,2023-10-24,2023-10-10 15:57:00
556,Giannis Antetokounmpo,2023-2024 Season,11.7,Rebounds Per Game AVG,173,2023-10-26,2023-10-10 15:57:00
557,Terry McLaurin,ATL,56.5,Receiving Yards,9,2023-10-15,2023-10-10 15:57:00
558,Brad Marchand,2023-2024 Season,70.5,PTS,236,2023-10-11,2023-10-10 15:57:00
559,Drake London,WAS,44.5,Receiving Yards,9,2023-10-15,2023-10-10 15:57:00
560,Joel Embiid,2023-2024 Season,1.5,50+ Point Games,173,2023-10-26,2023-10-10 15:57:00
561,Joel Embiid,2023-2024 Season,7.5,Technical Fouls,173,2023-10-26,2023-10-10 15:57:00
562,Charlie McAvoy,2023-2024 Season,58.5,PTS,236,2023-10-11,2023-10-10 15:57:00
563,Joel Embiid,2023-2024 Season,0.5,Triple-Doubles,173,2023-10-26,2023-10-10 15:57:00
564,Nathan MacKinnon,2023-2024 Season,112.5,PTS,236,2023-10-11,2023-10-10 15:57:00
565,Bobby Portis,2023-2024 Season,6.5,Technical Fouls,173,2023-10-26,2023-10-10 15:57:00
566,Bobby Portis,2023-2024 Season,9.1,Rebounds Per Game AVG,173,2023-10-26,2023-10-10 15:57:00
567,Connor McDavid,2023-2024 Season,135.5,PTS,236,2023-10-11,2023-10-10 15:57:00
568,Cale Makar,2023-2024 Season,78.5,PTS,236,2023-10-11,2023-10-10 15:57:00
569,Patrick Beverley,2023-2024 Season,0.5,Double-Doubles,173,2023-10-26,2023-10-10 15:57:00
570,Adrian Kempe,2023-2024 Season,67.5,PTS,236,2023-10-11,2023-10-10 15:57:00
571,Patrick Beverley,2023-2024 Season,8.5,Technical Fouls,173,2023-10-26,2023-10-10 15:57:00
572,Cole Perfetti,2023-2024 Season,51.5,PTS,236,2023-10-11,2023-10-10 15:57:00
573,Kyle Connor,2023-2024 Season,84.5,PTS,236,2023-10-11,2023-10-10 15:57:00
574,Adam Fantilli,2023-2024 Season,46.5,PTS,236,2023-10-12,2023-10-10 15:57:00
575,Artemi Panarin,2023-2024 Season,93.5,PTS,236,2023-10-12,2023-10-10 15:57:00
576,Fred VanVleet,IND,11.5,PTS,237,2023-10-10,2023-10-10 15:57:00
577,Tage Thompson,2023-2024 Season,90.5,PTS,236,2023-10-12,2023-10-10 15:57:00
578,Mika Zibanejad,2023-2024 Season,84.5,PTS,236,2023-10-12,2023-10-10 15:57:00
579,Bennedict Mathurin,HOU,16.5,PTS,237,2023-10-10,2023-10-10 15:57:00
580,Jalen Green,IND,14.5,PTS,237,2023-10-10,2023-10-10 15:57:00
581,Rasmus Dahlin,2023-2024 Season,72.5,PTS,236,2023-10-12,2023-10-10 15:57:00
582,Jack Hughes,2023-2024 Season,102.5,PTS,236,2023-10-12,2023-10-10 15:57:00
583,Myles Turner,HOU,9.5,PTS,237,2023-10-10,2023-10-10 15:57:00
584,Dylan Larkin,2023-2024 Season,76.5,PTS,236,2023-10-12,2023-10-10 15:57:00
585,Jabari Smith Jr.,IND,13.5,PTS,237,2023-10-10,2023-10-10 15:57:00
586,Nico Hischier,2023-2024 Season,77.5,PTS,236,2023-10-12,2023-10-10 15:57:00
587,Obi Toppin,HOU,10.5,PTS,237,2023-10-10,2023-10-10 15:57:00
588,Tyler Toffoli,2023-2024 Season,70.5,PTS,236,2023-10-12,2023-10-10 15:57:00
589,Kirill Kaprizov,2023-2024 Season,97.5,PTS,236,2023-10-12,2023-10-10 15:57:00
590,Jason Robertson,2023-2024 Season,102.5,PTS,236,2023-10-12,2023-10-10 15:57:00
591,Jordan Kyrou,2023-2024 Season,74.5,PTS,236,2023-10-12,2023-10-10 15:57:00
592,Roope Hintz,2023-2024 Season,79.5,PTS,236,2023-10-12,2023-10-10 15:57:00
593,Clayton Keller,2023-2024 Season,84.5,PTS,236,2023-10-13,2023-10-10 15:57:00
594,Alex Ovechkin,2023-2024 Season,71.5,PTS,236,2023-10-13,2023-10-10 15:57:00
595,Brock Nelson,2023-2024 Season,66.5,PTS,236,2023-10-14,2023-10-10 15:57:00
596,Trevor Zegras,2023-2024 Season,67.5,PTS,236,2023-10-14,2023-10-10 15:57:00
597,Cole Kmet,MIN,36.5,Receiving Yards,9,2023-10-15,2023-10-10 15:57:00
598,Scoot Henderson,,12.5,PTS,237,2023-10-10,2023-10-10 15:57:00
599,Deandre Ayton,,14.5,PTS,237,2023-10-10,2023-10-10 15:57:00
600,Anfernee Simons,,13.5,PTS,237,2023-10-10,2023-10-10 15:57:00
601,CJ McCollum,ORL,10.5,PTS,237,2023-10-10,2023-10-10 15:57:00
602,Geno Smith,CIN,248.5,Pass Yards,9,2023-10-15,2023-10-10 15:57:00
603,Petr Mrazek,2023-2024 Season,14.5,Goalie Wins,236,2023-10-10,2023-10-10 15:57:00
604,Kenneth Walker III,CIN,0.5,Pass+Rush+Rec TDs,9,2023-10-15,2023-10-10 15:57:00
605,Kenneth Walker III,CIN,64.5,Rush Yards,9,2023-10-15,2023-10-10 15:57:00
606,Herbert Jones,ORL,5.5,PTS,237,2023-10-10,2023-10-10 15:57:00
607,Franz Wagner,NOP,11.5,PTS,237,2023-10-10,2023-10-10 15:57:00
608,Joe Mixon,SEA,62.5,Rush Yards,9,2023-10-15,2023-10-10 15:57:00
609,Tristan Jarry,2023-2024 Season,28.5,Goalie Wins,236,2023-10-10,2023-10-10 15:57:00
610,Brandon Ingram,ORL,11.5,PTS,237,2023-10-10,2023-10-10 15:57:00
611,Adin Hill,2023-2024 Season,26.5,Goalie Wins,236,2023-10-10,2023-10-10 15:57:00
612,Paolo Banchero,NOP,13.5,PTS,237,2023-10-10,2023-10-10 15:57:00
613,Philipp Grubauer,2023-2024 Season,25.5,Goalie Wins,236,2023-10-10,2023-10-10 15:57:00
614,Frederik Andersen,2023-2024 Season,30.5,Goalie Wins,236,2023-10-11,2023-10-10 15:57:00
615,Zion Williamson,ORL,11.5,PTS,237,2023-10-10,2023-10-10 15:57:00
616,Ilya Samsonov,2023-2024 Season,32.5,Goalie Wins,236,2023-10-11,2023-10-10 15:57:00
617,Wendell Carter Jr.,NOP,9.5,PTS,237,2023-10-10,2023-10-10 15:57:00
618,Jonas Valanciunas,ORL,8.5,PTS,237,2023-10-10,2023-10-10 15:57:00
619,Joonas Korpisalo,2023-2024 Season,24.5,Goalie Wins,236,2023-10-11,2023-10-10 15:57:00
620,Jeremy Swayman,2023-2024 Season,20.5,Goalie Wins,236,2023-10-11,2023-10-10 15:57:00
621,Linus Ullmark,2023-2024 Season,26.5,Goalie Wins,236,2023-10-11,2023-10-10 15:57:00
622,D.K. Metcalf,CIN,64.5,Receiving Yards,9,2023-10-15,2023-10-10 15:57:00
623,Ja'Marr Chase,SEA,85.5,Receiving Yards,9,2023-10-15,2023-10-10 15:57:00
624,Alexandar Georgiev,2023-2024 Season,34.5,Goalie Wins,236,2023-10-11,2023-10-10 15:57:00
625,Tyler Lockett,CIN,54.5,Receiving Yards,9,2023-10-15,2023-10-10 15:57:00
626,Connor Hellebuyck,2023-2024 Season,31.5,Goalie Wins,236,2023-10-11,2023-10-10 15:57:00
627,Jacob Markstrom,2023-2024 Season,29.5,Goalie Wins,236,2023-10-11,2023-10-10 15:57:00
628,Pheonix Copley,2023-2024 Season,22.5,Goalie Wins,236,2023-10-11,2023-10-10 15:57:00
629,Stuart Skinner,2023-2024 Season,31.5,Goalie Wins,236,2023-10-11,2023-10-10 15:57:00
630,Thatcher Demko,2023-2024 Season,27.5,Goalie Wins,236,2023-10-11,2023-10-10 15:57:00
631,Carter Hart,2023-2024 Season,22.5,Goalie Wins,236,2023-10-12,2023-10-10 15:57:00
632,Devon Levi,2023-2024 Season,24.5,Goalie Wins,236,2023-10-12,2023-10-10 15:57:00
633,Elvis Merzlikins,2023-2024 Season,20.5,Goalie Wins,236,2023-10-12,2023-10-10 15:57:00
634,Igor Shesterkin,2023-2024 Season,34.5,Goalie Wins,236,2023-10-12,2023-10-10 15:57:00
635,Ville Husso,2023-2024 Season,26.5,Goalie Wins,236,2023-10-12,2023-10-10 15:57:00
636,Vitek Vanecek,2023-2024 Season,26.5,Goalie Wins,236,2023-10-12,2023-10-10 15:57:00
637,Filip Gustavsson,2023-2024 Season,25.5,Goalie Wins,236,2023-10-12,2023-10-10 15:57:00
638,Jake Oettinger,2023-2024 Season,35.5,Goalie Wins,236,2023-10-12,2023-10-10 15:57:00
639,Jordan Binnington,2023-2024 Season,26.5,Goalie Wins,236,2023-10-12,2023-10-10 15:57:00
640,Sergei Bobrovsky,2023-2024 Season,28.5,Goalie Wins,236,2023-10-12,2023-10-10 15:57:00
641,Kaapo Kahkonen,2023-2024 Season,15.5,Goalie Wins,236,2023-10-12,2023-10-10 15:57:00
642,Karel Vejmelka,2023-2024 Season,20.5,Goalie Wins,236,2023-10-13,2023-10-10 15:57:00
643,Darcy Kuemper,2023-2024 Season,24.5,Goalie Wins,236,2023-10-13,2023-10-10 15:57:00
644,Ilya Sorokin,2023-2024 Season,31.5,Goalie Wins,236,2023-10-14,2023-10-10 15:57:00
645,John Gibson,2023-2024 Season,18.5,Goalie Wins,236,2023-10-14,2023-10-10 15:57:00
646,Brock Purdy,CLE,236.5,Pass Yards,9,2023-10-15,2023-10-10 15:57:00
647,Connor Bedard,2023-2024 Season,0.5,Hat Tricks,236,2023-10-10,2023-10-10 15:57:00
648,Damian Lillard,MEM,14.5,PTS,237,2023-10-10,2023-10-10 15:57:00
649,Marcus Smart,MIL,7.5,PTS,237,2023-10-10,2023-10-10 15:57:00
650,Desmond Bane,MIL,15.5,PTS,237,2023-10-10,2023-10-10 15:57:00
651,Luke Kennard,MIL,9.5,PTS,237,2023-10-10,2023-10-10 15:57:00
652,Giannis Antetokounmpo,MEM,14.5,PTS,237,2023-10-10,2023-10-10 15:57:00
653,Jaren Jackson Jr.,MIL,13.5,PTS,237,2023-10-10,2023-10-10 15:57:00
654,Steven Adams,MIL,5.5,PTS,237,2023-10-10,2023-10-10 15:57:00
655,Brandon Aiyuk,CLE,57.5,Receiving Yards,9,2023-10-15,2023-10-10 15:57:00
656,Amari Cooper,SF,59.5,Receiving Yards,9,2023-10-15,2023-10-10 15:57:00
657,Deebo Samuel,CLE,47.5,Receiving Yards,9,2023-10-15,2023-10-10 15:57:00
658,George Kittle,CLE,40.5,Receiving Yards,9,2023-10-15,2023-10-10 15:57:00
659,C.J. Stroud,NO,242.5,Pass Yards,9,2023-10-15,2023-10-10 15:57:00
660,Nikita Kucherov,NSH,3.5,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
661,Filip Forsberg,TB,3.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
662,Steven Stamkos,NSH,3.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
663,Alvin Kamara,HOU,68.5,Rush Yards,9,2023-10-15,2023-10-10 15:57:00
664,Dameon Pierce,NO,54.5,Rush Yards,9,2023-10-15,2023-10-10 15:57:00
665,Roman Josi,TB,3.5,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
666,Brayden Point,NSH,3.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
667,Ryan O'Reilly,TB,2.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
668,Victor Hedman,NSH,2.5,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
669,Cody Glass,TB,2.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
670,Brandon Hagel,NSH,2.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
671,Luke Evangelista,TB,2.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
672,Michael Thomas,HOU,55.5,Receiving Yards,9,2023-10-15,2023-10-10 15:57:00
673,Tyson Barrie,TB,2.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
674,Anthony Cirelli,NSH,2.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
675,Mikhail Sergachev,NSH,2.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
676,Nikita Kucherov,NSH,20.0,Time On Ice,8,2023-10-10,2023-10-10 15:57:00
677,Adley Rutschman,TEX,1.5,Hits+Runs+RBIS,2,2023-10-10,2023-10-10 15:57:00
678,Adley Rutschman + Corey Seager,TEX/BAL,4.0,Hits+Runs+RBIs (Combo),2,2023-10-10,2023-10-10 15:57:00
679,Filip Forsberg,TB,17.5,Time On Ice,8,2023-10-10,2023-10-10 15:57:00
680,Gunnar Henderson + Marcus Semien,TEX/BAL,3.5,Hits+Runs+RBIs (Combo),2,2023-10-10,2023-10-10 15:57:00
681,Dean Kremer + Nathan Eovaldi,TEX/BAL,0.5,1st Inning Runs Allowed,2,2023-10-10,2023-10-10 15:57:00
682,Victor Hedman,NSH,24.0,Time On Ice,8,2023-10-10,2023-10-10 15:57:00
683,Adolis Garcia,BAL,1.5,Hits+Runs+RBIS,2,2023-10-10,2023-10-10 15:57:00
684,Roman Josi,TB,25.0,Time On Ice,8,2023-10-10,2023-10-10 15:57:00
685,Anthony Santander,TEX,1.5,Hits+Runs+RBIS,2,2023-10-10,2023-10-10 15:57:00
686,Mitch Garver,BAL,1.5,Hits+Runs+RBIS,2,2023-10-10,2023-10-10 15:57:00
687,Mikhail Sergachev,NSH,23.75,Time On Ice,8,2023-10-10,2023-10-10 15:57:00
688,Ryan Mountcastle,TEX,1.5,Hits+Runs+RBIS,2,2023-10-10,2023-10-10 15:57:00
689,Ryan McDonagh,TB,21.75,Time On Ice,8,2023-10-10,2023-10-10 15:57:00
690,Tanner Jeannot,NSH,3.5,Hits,8,2023-10-10,2023-10-10 15:57:00
691,Corey Seager,BAL,0.5,Runs,2,2023-10-10,2023-10-10 15:57:00
692,Luke Schenn,TB,4.5,Hits,8,2023-10-10,2023-10-10 15:57:00
693,Gunnar Henderson,TEX,0.5,Runs,2,2023-10-10,2023-10-10 15:57:00
694,Marcus Semien,BAL,0.5,Runs,2,2023-10-10,2023-10-10 15:57:00
695,Conor Sheary,NSH,0.5,Hits,8,2023-10-10,2023-10-10 15:57:00
696,Roman Josi,TB,0.5,Hits,8,2023-10-10,2023-10-10 15:57:00
697,Adolis Garcia,BAL,0.5,Runs,2,2023-10-10,2023-10-10 15:57:00
698,Anthony Cirelli,NSH,7.5,Faceoffs Won,8,2023-10-10,2023-10-10 15:57:00
699,Adam Frazier,TEX,0.5,Hitter Strikeouts,2,2023-10-10,2023-10-10 15:57:00
700,Corey Seager,BAL,1.5,Total Bases,2,2023-10-10,2023-10-10 15:57:00
701,Ryan O'Reilly,TB,9.0,Faceoffs Won,8,2023-10-10,2023-10-10 15:57:00
702,Adam Frazier,TEX,0.5,Total Bases,2,2023-10-10,2023-10-10 15:57:00
703,Sidney Crosby,CHI,12.0,Faceoffs Won,8,2023-10-10,2023-10-10 15:57:00
704,William Karlsson,SEA,7.5,Faceoffs Won,8,2023-10-10,2023-10-10 15:57:00
705,Travis Etienne,IND,68.5,Rush Yards,9,2023-10-15,2023-10-10 15:57:00
706,Travis Etienne,IND,0.5,Pass+Rush+Rec TDs,9,2023-10-15,2023-10-10 15:57:00
707,Calvin Ridley,IND,62.5,Receiving Yards,9,2023-10-15,2023-10-10 15:57:00
708,Christian Kirk,IND,59.5,Receiving Yards,9,2023-10-15,2023-10-10 15:57:00
709,Sidney Crosby,CHI,3.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
710,Tua Tagovailoa,CAR,284.5,Pass Yards,9,2023-10-15,2023-10-10 15:57:00
711,Trevor Lawrence,IND,245.5,Pass Yards,9,2023-10-15,2023-10-10 15:57:00
712,Connor Bedard,PIT,3.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
713,Russell Westbrook,UTA,9.5,PTS,237,2023-10-10,2023-10-10 15:57:00
714,Evgeni Malkin,CHI,3.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
715,Paul George,UTA,11.5,PTS,237,2023-10-10,2023-10-10 15:57:00
716,Taylor Hall,PIT,2.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
717,Erik Karlsson,CHI,2.5,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
718,Lauri Markkanen,LAC,14.5,PTS,237,2023-10-10,2023-10-10 15:57:00
719,Kawhi Leonard,UTA,10.5,PTS,237,2023-10-10,2023-10-10 15:57:00
720,Kris Letang,CHI,2.5,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
721,John Collins,LAC,8.5,PTS,237,2023-10-10,2023-10-10 15:57:00
722,Tyler Johnson,PIT,2.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
723,Walker Kessler,LAC,8.5,PTS,237,2023-10-10,2023-10-10 15:57:00
724,Bryan Rust,CHI,2.5,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
725,Seth Jones,PIT,2.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
726,Jake Guentzel,CHI,3.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
727,Tyreek Hill,CAR,91.5,Receiving Yards,9,2023-10-15,2023-10-10 15:57:00
728,Tyreek Hill,CAR,0.5,Pass+Rush+Rec TDs,9,2023-10-15,2023-10-10 15:57:00
729,Adam Thielen,MIA,68.5,Receiving Yards,9,2023-10-15,2023-10-10 15:57:00
730,Jaylen Waddle,CAR,63.5,Receiving Yards,9,2023-10-15,2023-10-10 15:57:00
731,Sidney Crosby,CHI,20.0,Time On Ice,8,2023-10-10,2023-10-10 15:57:00
732,Seth Jones,PIT,24.75,Time On Ice,8,2023-10-10,2023-10-10 15:57:00
733,Matt Olson,PHI,1.5,Hits+Runs+RBIS,2,2023-10-11,2023-10-10 15:57:00
734,Ronald Acuna Jr. + Bryce Harper,PHI/ATL,4.0,Hits+Runs+RBIs (Combo),2,2023-10-11,2023-10-10 15:57:00
735,Matt Olson + Trea Turner,PHI/ATL,4.0,Hits+Runs+RBIs (Combo),2,2023-10-11,2023-10-10 15:57:00
736,Kyle Schwarber,ATL,1.5,Hits+Runs+RBIS,2,2023-10-11,2023-10-10 15:57:00
737,Erik Karlsson,CHI,23.25,Time On Ice,8,2023-10-10,2023-10-10 15:57:00
738,Marcell Ozuna,PHI,1.5,Hits+Runs+RBIS,2,2023-10-11,2023-10-10 15:57:00
739,Connor Murphy,PIT,19.5,Time On Ice,8,2023-10-10,2023-10-10 15:57:00
740,Bryson Stott,ATL,1.5,Hits+Runs+RBIS,2,2023-10-11,2023-10-10 15:57:00
741,Austin Riley,PHI,1.5,Hits+Runs+RBIS,2,2023-10-11,2023-10-10 15:57:00
742,Marcus Pettersson,CHI,1.5,Hits,8,2023-10-10,2023-10-10 15:57:00
743,J.T. Realmuto,ATL,1.5,Hits+Runs+RBIS,2,2023-10-11,2023-10-10 15:57:00
744,Connor Bedard,PIT,0.5,Hits,8,2023-10-10,2023-10-10 15:57:00
745,Bryce Harper,ATL,0.5,Runs,2,2023-10-11,2023-10-10 15:57:00
746,Matt Olson,PHI,0.5,Runs,2,2023-10-11,2023-10-10 15:57:00
747,Rickard Rakell,CHI,1.5,Hits,8,2023-10-10,2023-10-10 15:57:00
748,Ronald Acuna Jr.,PHI,1.5,Total Bases,2,2023-10-11,2023-10-10 15:57:00
749,Trea Turner,ATL,1.5,Total Bases,2,2023-10-11,2023-10-10 15:57:00
750,Christian Walker,LAD,1.5,Hits+Runs+RBIS,2,2023-10-11,2023-10-10 15:57:00
751,Freddie Freeman + Corbin Carroll,ARI/LAD,4.0,Hits+Runs+RBIs (Combo),2,2023-10-11,2023-10-10 15:57:00
752,Mookie Betts + Ketel Marte,ARI/LAD,3.5,Hits+Runs+RBIs (Combo),2,2023-10-11,2023-10-10 15:57:00
753,J.D. Martinez,ARI,1.5,Hits+Runs+RBIS,2,2023-10-11,2023-10-10 15:57:00
754,Gabriel Moreno,LAD,1.5,Hits+Runs+RBIS,2,2023-10-11,2023-10-10 15:57:00
755,Max Muncy,ARI,1.5,Hits+Runs+RBIS,2,2023-10-11,2023-10-10 15:57:00
756,Lourdes Gurriel Jr.,LAD,1.5,Hits+Runs+RBIS,2,2023-10-11,2023-10-10 15:57:00
757,Tommy Pham,LAD,1.5,Hits+Runs+RBIS,2,2023-10-11,2023-10-10 15:57:00
758,Freddie Freeman,ARI,0.5,Runs,2,2023-10-11,2023-10-10 15:57:00
759,Corbin Carroll,LAD,0.5,Runs,2,2023-10-11,2023-10-10 15:57:00
760,Mookie Betts,ARI,0.5,Runs,2,2023-10-11,2023-10-10 15:57:00
761,Ketel Marte,LAD,0.5,Runs,2,2023-10-11,2023-10-10 15:57:00
762,Max Muncy,ARI,0.5,Runs,2,2023-10-11,2023-10-10 15:57:00
763,David Peralta,ARI,0.5,Hitter Strikeouts,2,2023-10-11,2023-10-10 15:57:00
764,Jason Heyward,ARI,0.5,Hitter Strikeouts,2,2023-10-11,2023-10-10 15:57:00
765,Freddie Freeman,ARI,1.5,Total Bases,2,2023-10-11,2023-10-10 15:57:00
766,Evan Longoria,LAD,0.5,Total Bases,2,2023-10-11,2023-10-10 15:57:00
767,Mookie Betts,ARI,1.5,Total Bases,2,2023-10-11,2023-10-10 15:57:00
768,Geraldo Perdomo,LAD,0.5,Total Bases,2,2023-10-11,2023-10-10 15:57:00
769,Jack Eichel,SEA,3.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
770,Cryptic,Forsaken,15.0,MAP 3 Kills,265,2023-10-10,2023-10-10 15:57:00
771,Matty Beniers,VGK,2.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
772,SLIGHT,Forsaken,14.5,MAP 3 Kills,265,2023-10-10,2023-10-10 15:57:00
773,Jonathan Marchessault,SEA,3.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
774,brett,Forsaken,14.5,MAP 3 Kills,265,2023-10-10,2023-10-10 15:57:00
775,Rachaad White,DET,51.5,Rush Yards,9,2023-10-15,2023-10-10 15:57:00
776,d4rty,Forsaken,14.5,MAP 3 Kills,265,2023-10-10,2023-10-10 15:57:00
777,Jared McCann,VGK,3.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
778,freshie,Forsaken,14.0,MAP 3 Kills,265,2023-10-10,2023-10-10 15:57:00
779,Mark Stone,SEA,2.5,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
780,Oliver Bjorkstrand,VGK,2.5,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
781,JBa,Wildcard,16.0,MAP 3 Kills,265,2023-10-10,2023-10-10 15:57:00
782,Infinite,Wildcard,15.0,MAP 3 Kills,265,2023-10-10,2023-10-10 15:57:00
783,Alex Pietrangelo,SEA,2.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
784,cxzi,Wildcard,15.0,MAP 3 Kills,265,2023-10-10,2023-10-10 15:57:00
785,Eeli Tolvanen,VGK,2.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
786,wiz,Wildcard,14.5,MAP 3 Kills,265,2023-10-10,2023-10-10 15:57:00
787,Shea Theodore,SEA,2.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
788,Jaden Schwartz,VGK,2.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
789,stanislaw,Wildcard,13.0,MAP 3 Kills,265,2023-10-10,2023-10-10 15:57:00
790,Mike Evans,DET,60.5,Receiving Yards,9,2023-10-15,2023-10-10 15:57:00
791,Cryptic,Forsaken,7.0,MAP 3 Headshots,265,2023-10-10,2023-10-10 15:57:00
792,Jordan Eberle,VGK,2.0,Shots On Goal,8,2023-10-10,2023-10-10 15:57:00
793,SLIGHT,Forsaken,4.0,MAP 3 Headshots,265,2023-10-10,2023-10-10 15:57:00
794,brett,Forsaken,7.0,MAP 3 Headshots,265,2023-10-10,2023-10-10 15:57:00
