,player,team,line,stat,league,date,event_time,time,prop_id
313,Luke Evangelista,VAN,2.0,Shots On Goal,8,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,542c4875-4
314,Ryan O'Reilly,VAN,0.5,PTS,8,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,4ff1d05c-2
315,Light,NRG (MAPS 1-3 Kills),16.5,MAPS 1-3 Kills,121,2023-11-02 03:00:00-05:00,2023-11-02 03:00:00-05:00,2023-10-31 12:21:00,bf1fe489-3
316,Elias Pettersson,NSH,3.0,Shots On Goal,8,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,4c75ca78-9
317,Crisp,NRG (MAPS 1-3 Kills),2.0,MAPS 1-3 Kills,121,2023-11-02 03:00:00-05:00,2023-11-02 03:00:00-05:00,2023-10-31 12:21:00,8f855894-1
318,Roman Josi,VAN,3.0,Shots On Goal,8,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,86780918-b
319,Doran,BLG (MAPS 1-3 Kills),8.5,MAPS 1-3 Kills,121,2023-11-03 03:00:00-05:00,2023-11-03 03:00:00-05:00,2023-10-31 12:21:00,10c2e4c2-1
320,Peanut,BLG (MAPS 1-3 Kills),8.0,MAPS 1-3 Kills,121,2023-11-03 03:00:00-05:00,2023-11-03 03:00:00-05:00,2023-10-31 12:21:00,6f6904fc-d
321,Filip Hronek,NSH,1.5,Shots On Goal,8,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,30204f9b-0
322,Ryan O'Reilly,VAN,2.0,Shots On Goal,8,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,22a3262d-a
323,Chovy,BLG (MAPS 1-3 Kills),11.0,MAPS 1-3 Kills,121,2023-11-03 03:00:00-05:00,2023-11-03 03:00:00-05:00,2023-10-31 12:21:00,798c0e91-1
324,Peyz,BLG (MAPS 1-3 Kills),16.5,MAPS 1-3 Kills,121,2023-11-03 03:00:00-05:00,2023-11-03 03:00:00-05:00,2023-10-31 12:21:00,26fa755b-8
325,Ilya Mikheyev,NSH,2.0,Shots On Goal,8,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,f76b2813-e
326,Tyson Barrie,VAN,1.5,Shots On Goal,8,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,aecfc78a-b
327,Delight,BLG (MAPS 1-3 Kills),2.0,MAPS 1-3 Kills,121,2023-11-03 03:00:00-05:00,2023-11-03 03:00:00-05:00,2023-10-31 12:21:00,a8af326f-0
328,J.T. Miller,NSH,2.5,Shots On Goal,8,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,19889278-d
329,Bin,GEN (MAPS 1-3 Kills),7.0,MAPS 1-3 Kills,121,2023-11-03 03:00:00-05:00,2023-11-03 03:00:00-05:00,2023-10-31 12:21:00,3839ad88-2
330,Chris Boswell,TEN,6.5,Kicking Points,9,2023-11-02 19:15:00-05:00,2023-11-02 19:15:00-05:00,2023-10-31 12:21:00,739b1bc7-2
331,Chris Boswell,TEN,1.5,FG Made,9,2023-11-02 19:15:00-05:00,2023-11-02 19:15:00-05:00,2023-10-31 12:21:00,4609334e-7
332,Xun,GEN (MAPS 1-3 Kills),6.5,MAPS 1-3 Kills,121,2023-11-03 03:00:00-05:00,2023-11-03 03:00:00-05:00,2023-10-31 12:21:00,36e6ee41-2
333,Yakov Trenin,VAN,2.0,Shots On Goal,8,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,103574f9-1
334,Nick Folk,PIT,5.5,Kicking Points,9,2023-11-02 19:15:00-05:00,2023-11-02 19:15:00-05:00,2023-10-31 12:21:00,b5c62ed0-4
335,Yagao,GEN (MAPS 1-3 Kills),7.0,MAPS 1-3 Kills,121,2023-11-03 03:00:00-05:00,2023-11-03 03:00:00-05:00,2023-10-31 12:21:00,67c3b35b-d
336,Quinn Hughes,NSH,2.5,Shots On Goal,8,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,e1b813d8-e
337,Elk,GEN (MAPS 1-3 Kills),10.0,MAPS 1-3 Kills,121,2023-11-03 03:00:00-05:00,2023-11-03 03:00:00-05:00,2023-10-31 12:21:00,5674fb03-a
338,ON,GEN (MAPS 1-3 Kills),1.0,MAPS 1-3 Kills,121,2023-11-03 03:00:00-05:00,2023-11-03 03:00:00-05:00,2023-10-31 12:21:00,d8d28c18-5
339,369,KT (MAPS 1-3 Kills),6.5,MAPS 1-3 Kills,121,2023-11-04 03:00:00-05:00,2023-11-04 03:00:00-05:00,2023-10-31 12:21:00,5ae0ebb3-0
340,Kanavi,KT (MAPS 1-3 Kills),7.5,MAPS 1-3 Kills,121,2023-11-04 03:00:00-05:00,2023-11-04 03:00:00-05:00,2023-10-31 12:21:00,4809d113-4
341,knight,KT (MAPS 1-3 Kills),12.0,MAPS 1-3 Kills,121,2023-11-04 03:00:00-05:00,2023-11-04 03:00:00-05:00,2023-10-31 12:21:00,72223fe6-e
342,Ruler,KT (MAPS 1-3 Kills),13.5,MAPS 1-3 Kills,121,2023-11-04 03:00:00-05:00,2023-11-04 03:00:00-05:00,2023-10-31 12:21:00,ec9f5813-7
343,Tyreek Hill,KC,0.5,Pass+Rush+Rec TDs,9,2023-11-05 08:30:00-06:00,2023-11-05 08:30:00-06:00,2023-10-31 12:21:00,f9a87fe9-7
344,Missing,KT (MAPS 1-3 Kills),1.5,MAPS 1-3 Kills,121,2023-11-04 03:00:00-05:00,2023-11-04 03:00:00-05:00,2023-10-31 12:21:00,60641da7-1
345,Jalen Brunson,CLE,8.5,TRB+AST,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,ab093b4e-7
346,Jalen Brunson,CLE,4.5,FT,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,4106848c-8
347,Jalen Brunson,CLE,31.0,PTS+TRB+AST,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,322917ce-4
348,Travis Kelce,MIA,0.5,Pass+Rush+Rec TDs,9,2023-11-05 08:30:00-06:00,2023-11-05 08:30:00-06:00,2023-10-31 12:21:00,28ded95b-c
349,Jalen Brunson,CLE 1st Half,15.5,PTS+TRB+AST,84,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,322917ce-4
350,Jalen Brunson,CLE,0.5,STL,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,a2502f97-c
351,Jalen Brunson,CLE,5.5,3PA,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,d591b01f-6
352,Tua Tagovailoa,KC,286.5,Pass Yards,9,2023-11-05 08:30:00-06:00,2023-11-05 08:30:00-06:00,2023-10-31 12:21:00,106b1a7a-e
353,Jalen Brunson,CLE 1Q,5.5,PTS,192,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,4e525a54-3
354,Jalen Brunson,CLE,0.5,ORB,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,beb0d2cf-f
355,TenZ,Moist x Shopify (MAPS 1-2 Kills),32.5,MAPS 1-2 Kills,159,2023-11-01 16:00:00-05:00,2023-11-01 16:00:00-05:00,2023-10-31 12:21:00,7adf7f0a-0
356,Kiin,JDG (MAPS 1-3 Kills),5.5,MAPS 1-3 Kills,121,2023-11-04 03:00:00-05:00,2023-11-04 03:00:00-05:00,2023-10-31 12:21:00,5e8bb589-b
357,Jalen Brunson,CLE 1st Half,11.5,PTS,84,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,4e525a54-3
358,Jalen Brunson,CLE,22.5,PTS,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,4e525a54-3
359,Jalen Brunson,CLE,16.5,FGA,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,566270cf-9
360,Jalen Brunson,CLE,25.5,PTS+TRB,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,52543dc6-8
361,Jalen Brunson,CLE,27.5,PTS+AST,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,293af1e0-d
362,Jalen Brunson,CLE,5.0,AST,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,2f7fc4e3-6
363,Donovan Mitchell,NYK 1st Half,15.5,PTS,84,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,43777db5-2
364,Patrick Mahomes,MIA,295.5,Pass Yards,9,2023-11-05 08:30:00-06:00,2023-11-05 08:30:00-06:00,2023-10-31 12:21:00,3ab3c68d-e
365,Donovan Mitchell,NYK,6.5,AST,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,70a813e3-9
366,Donovan Mitchell,NYK,44.5,PTS+TRB+AST,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,339c273c-0
367,Donovan Mitchell,NYK 1Q,7.5,PTS,192,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,43777db5-2
368,Donovan Mitchell,NYK,31.5,PTS,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,43777db5-2
369,Donovan Mitchell,NYK,37.5,PTS+TRB,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,211b3157-2
370,Donovan Mitchell,NYK 1st Half,22.5,PTS+TRB+AST,84,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,339c273c-0
371,Donovan Mitchell,NYK,38.5,PTS+AST,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,3008f5bd-5
372,Donovan Mitchell,NYK,5.0,TRB,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,7f231a76-4
373,Cuzz,JDG (MAPS 1-3 Kills),4.5,MAPS 1-3 Kills,121,2023-11-04 03:00:00-05:00,2023-11-04 03:00:00-05:00,2023-10-31 12:21:00,76c4f233-8
374,Donovan Mitchell,NYK,9.5,3PA,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,e5908035-9
375,zekken,Moist x Shopify (MAPS 1-2 Kills),37.5,MAPS 1-2 Kills,159,2023-11-01 16:00:00-05:00,2023-11-01 16:00:00-05:00,2023-10-31 12:21:00,8b42aa10-4
376,Donovan Mitchell,NYK,23.5,FGA,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,b870b689-c
377,Julius Randle,CLE 1st Half,16.5,PTS+TRB+AST,84,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,93842592-4
378,johnqt,Moist x Shopify (MAPS 1-2 Kills),28.5,MAPS 1-2 Kills,159,2023-11-01 16:00:00-05:00,2023-11-01 16:00:00-05:00,2023-10-31 12:21:00,186ef68d-1
379,Julius Randle,CLE,29.5,PTS+TRB,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,4ba39d92-d
380,Julius Randle,CLE,9.0,TRB,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,02c8692d-e
381,Julius Randle,CLE,33.5,PTS+TRB+AST,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,93842592-4
382,Bdd,JDG (MAPS 1-3 Kills),6.5,MAPS 1-3 Kills,121,2023-11-04 03:00:00-05:00,2023-11-04 03:00:00-05:00,2023-10-31 12:21:00,c64d83ab-2
383,Julius Randle,CLE 1st Half,10.5,PTS,84,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,0fdeb696-4
384,Julius Randle,CLE,13.0,TRB+AST,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,adf28017-a
385,Julius Randle,CLE,7.0,3PA,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,1e16733e-f
386,Julius Randle,CLE,1.5,ORB,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,04c769b0-e
387,Julius Randle,CLE,16.0,FGA,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,4361b481-5
388,Julius Randle,CLE,4.0,AST,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,1dd137d4-f
389,Julius Randle,CLE,20.5,PTS,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,0fdeb696-4
390,Julius Randle,CLE 1Q,2.5,TRB,192,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,02c8692d-e
391,Julius Randle,CLE,4.5,FT,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,e1d8d3fb-9
392,Julius Randle,CLE 1Q,6.0,PTS,192,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,0fdeb696-4
393,Julius Randle,CLE,24.5,PTS+AST,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,7f7c7608-0
394,Evan Mobley,NYK,17.5,PTS,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,19004f8d-2
395,Aiming,JDG (MAPS 1-3 Kills),9.5,MAPS 1-3 Kills,121,2023-11-04 03:00:00-05:00,2023-11-04 03:00:00-05:00,2023-10-31 12:21:00,f4bb635b-f
396,Evan Mobley,NYK 1st Half,17.5,PTS+TRB+AST,84,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,55caa152-0
397,Evan Mobley,NYK,21.5,PTS+AST,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,2a40344a-1
398,Evan Mobley,NYK,1.5,BLK,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,33acba7b-e
399,Evan Mobley,NYK,14.5,TRB+AST,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,26f51828-7
400,Evan Mobley,NYK,32.5,PTS+TRB+AST,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,55caa152-0
401,Evan Mobley,NYK,0.5,STL,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,93c5f250-4
402,Evan Mobley,NYK,29.5,PTS+TRB,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,d9dc87d5-7
403,Evan Mobley,NYK,11.5,TRB,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,6965f6cf-8
404,Evan Mobley,NYK 1st Half,8.5,PTS,84,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,19004f8d-2
405,Isiah Pacheco,MIA,0.5,Pass+Rush+Rec TDs,9,2023-11-05 08:30:00-06:00,2023-11-05 08:30:00-06:00,2023-10-31 12:21:00,cd0086db-5
406,Isiah Pacheco,MIA,59.5,Rush Yards,9,2023-11-05 08:30:00-06:00,2023-11-05 08:30:00-06:00,2023-10-31 12:21:00,9b287458-a
407,Sacy,Moist x Shopify (MAPS 1-2 Kills),27.5,MAPS 1-2 Kills,159,2023-11-01 16:00:00-05:00,2023-11-01 16:00:00-05:00,2023-10-31 12:21:00,92eaca1b-6
408,Mitchell Robinson,CLE 1Q,2.5,TRB,192,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,e1a29e7b-d
409,Mitchell Robinson,CLE,9.0,TRB,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,e1a29e7b-d
410,Mitchell Robinson,CLE,15.5,PTS+TRB,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,cadbf5b4-6
411,Lehends,JDG (MAPS 1-3 Kills),1.0,MAPS 1-3 Kills,121,2023-11-04 03:00:00-05:00,2023-11-04 03:00:00-05:00,2023-10-31 12:21:00,1366e7a3-7
412,mada,Sentinels (MAPS 1-2 Kills),34.0,MAPS 1-2 Kills,159,2023-11-01 16:00:00-05:00,2023-11-01 16:00:00-05:00,2023-10-31 12:21:00,1a2501a1-d
413,Mitchell Robinson,CLE,4.5,ORB,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,623038da-3
414,Mitchell Robinson,CLE,1.5,BLK,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,be7423f1-7
415,Mitchell Robinson,CLE,16.5,PTS+TRB+AST,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,a4f00aab-6
416,Mitchell Robinson,CLE,0.5,FT,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,3831fc2c-8
417,Mitchell Robinson,CLE,9.5,TRB+AST,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,c27025a6-3
418,Mitchell Robinson,CLE 1st Half,9.0,PTS+TRB+AST,84,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,a4f00aab-6
419,Mitchell Robinson,CLE,6.0,PTS,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,923654d0-5
420,Mitchell Robinson,CLE,5.0,DRB,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,6a2d5ee4-e
421,v1c,Sentinels (MAPS 1-2 Kills),29.5,MAPS 1-2 Kills,159,2023-11-01 16:00:00-05:00,2023-11-01 16:00:00-05:00,2023-10-31 12:21:00,68ab167f-e
422,Zika,T1 (MAPS 1-3 Kills),6.5,MAPS 1-3 Kills,121,2023-11-05 02:00:00-06:00,2023-11-05 02:00:00-06:00,2023-10-31 12:21:00,51ba65d4-c
423,Isaac Okoro,NYK,13.5,PTS+AST,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,0e76b5d3-8
424,Isaac Okoro,NYK 1st Half,6.0,PTS,84,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,408e52e0-3
425,Isaac Okoro,NYK,11.5,PTS,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,408e52e0-3
426,Isaac Okoro,NYK,4.5,TRB,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,0eab1814-c
427,Isaac Okoro,NYK,16.0,PTS+TRB,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,7effed39-1
428,Isaac Okoro,NYK 1st Half,9.5,PTS+TRB+AST,84,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,e8c10332-6
429,Isaac Okoro,NYK,18.5,PTS+TRB+AST,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,e8c10332-6
430,Quentin Grimes,CLE,0.5,TOV,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,05484627-1
431,Quentin Grimes,CLE,7.5,PTS,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,964351f9-a
432,Quentin Grimes,CLE,0.5,FT,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,e00e91fe-d
433,Tarzan,T1 (MAPS 1-3 Kills),6.0,MAPS 1-3 Kills,121,2023-11-05 02:00:00-06:00,2023-11-05 02:00:00-06:00,2023-10-31 12:21:00,3688bcb7-4
434,brawk,Sentinels (MAPS 1-2 Kills),29.5,MAPS 1-2 Kills,159,2023-11-01 16:00:00-05:00,2023-11-01 16:00:00-05:00,2023-10-31 12:21:00,35898ee2-d
435,Quentin Grimes,CLE 1Q,2.5,PTS,192,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,964351f9-a
436,flyuh,Sentinels (MAPS 1-2 Kills),28.5,MAPS 1-2 Kills,159,2023-11-01 16:00:00-05:00,2023-11-01 16:00:00-05:00,2023-10-31 12:21:00,dc7bffab-c
437,Scout,T1 (MAPS 1-3 Kills),12.5,MAPS 1-3 Kills,121,2023-11-05 02:00:00-06:00,2023-11-05 02:00:00-06:00,2023-10-31 12:21:00,bd182543-9
438,Raheem Mostert,KC,0.5,Pass+Rush+Rec TDs,9,2023-11-05 08:30:00-06:00,2023-11-05 08:30:00-06:00,2023-10-31 12:21:00,7420c566-5
439,RJ Barrett,CLE,0.5,ORB,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,0581204a-e
440,RJ Barrett,CLE 1st Half,12.5,PTS+TRB+AST,84,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,0b122ccd-7
441,RJ Barrett,CLE 1Q,4.0,PTS,192,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,7162a94f-9
442,RJ Barrett,CLE,4.0,FT,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,c0435966-2
443,RJ Barrett,CLE,15.0,FGA,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,4b7cde65-1
444,leaf,Oxygen Esports (MAPS 1-2 Kills),35.0,MAPS 1-2 Kills,159,2023-11-01 19:00:00-05:00,2023-11-01 19:00:00-05:00,2023-10-31 12:21:00,836049d8-9
445,RJ Barrett,CLE,5.0,3PA,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,b3738281-c
446,RJ Barrett,CLE,21.5,PTS+AST,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,e12f52d5-9
447,RJ Barrett,CLE,22.5,PTS+TRB,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,1b0b4aba-2
448,RJ Barrett,CLE,24.5,PTS+TRB+AST,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,0b122ccd-7
449,GALA,T1 (MAPS 1-3 Kills),13.5,MAPS 1-3 Kills,121,2023-11-05 02:00:00-06:00,2023-11-05 02:00:00-06:00,2023-10-31 12:21:00,adc87161-0
450,RJ Barrett,CLE,1.5,3P,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,69a4cd94-0
451,RJ Barrett,CLE 1st Half,9.5,PTS,84,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,7162a94f-9
452,RJ Barrett,CLE,18.5,PTS,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,7162a94f-9
453,Hang,T1 (MAPS 1-3 Kills),1.5,MAPS 1-3 Kills,121,2023-11-05 02:00:00-06:00,2023-11-05 02:00:00-06:00,2023-10-31 12:21:00,aea0211f-5
454,Rashee Rice,MIA,45.5,Receiving Yards,9,2023-11-05 08:30:00-06:00,2023-11-05 08:30:00-06:00,2023-10-31 12:21:00,7b3b6068-9
455,trent,Oxygen Esports (MAPS 1-2 Kills),31.5,MAPS 1-2 Kills,159,2023-11-01 19:00:00-05:00,2023-11-01 19:00:00-05:00,2023-10-31 12:21:00,98cb0820-a
456,Immanuel Quickley,CLE,11.5,PTS,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,424e5348-1
457,Immanuel Quickley,CLE,0.5,STL,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,d4b65293-7
458,Immanuel Quickley,CLE,14.5,PTS+TRB,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,20b7ab50-7
459,Immanuel Quickley,CLE 1st Half,8.5,PTS+TRB+AST,84,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,6b6eeaa4-6
460,Immanuel Quickley,CLE,1.5,3P,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,f628ff39-a
461,Tyreek Hill,KC,100.5,Receiving Yards,9,2023-11-05 08:30:00-06:00,2023-11-05 08:30:00-06:00,2023-10-31 12:21:00,a25a6295-5
462,valyn,Oxygen Esports (MAPS 1-2 Kills),30.5,MAPS 1-2 Kills,159,2023-11-01 19:00:00-05:00,2023-11-01 19:00:00-05:00,2023-10-31 12:21:00,6a0b9d55-b
463,Immanuel Quickley,CLE,17.5,PTS+TRB+AST,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,6b6eeaa4-6
464,Immanuel Quickley,CLE 1st Half,5.5,PTS,84,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,424e5348-1
465,Immanuel Quickley,CLE,14.5,PTS+AST,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,a94a9069-7
466,Zeus,LNG (MAPS 1-3 Kills),7.0,MAPS 1-3 Kills,121,2023-11-05 02:00:00-06:00,2023-11-05 02:00:00-06:00,2023-10-31 12:21:00,d5c25495-7
467,Oner,LNG (MAPS 1-3 Kills),6.5,MAPS 1-3 Kills,121,2023-11-05 02:00:00-06:00,2023-11-05 02:00:00-06:00,2023-10-31 12:21:00,f9b98b51-4
468,neT,Oxygen Esports (MAPS 1-2 Kills),29.0,MAPS 1-2 Kills,159,2023-11-01 19:00:00-05:00,2023-11-01 19:00:00-05:00,2023-10-31 12:21:00,f9877d0c-9
469,Josh Hart,CLE,0.5,3P,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,e6b059bb-8
470,Josh Hart,CLE,5.0,TRB,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,1a209ed4-a
471,Faker,LNG (MAPS 1-3 Kills),7.5,MAPS 1-3 Kills,121,2023-11-05 02:00:00-06:00,2023-11-05 02:00:00-06:00,2023-10-31 12:21:00,979fc09d-4
