,player,team,line,stat,league,date,time
1624,Tua Tagovailoa,PHI,282.5,Pass+Rush Yds,9,2023-10-22,2023-10-20 14:02:00
1625,Tua Tagovailoa,PHI,35.5,Pass Attempts,9,2023-10-22,2023-10-20 14:02:00
1626,Tua Tagovailoa,PHI,275.5,Pass Yards,9,2023-10-22,2023-10-20 14:02:00
1627,Tua Tagovailoa,PHI,3.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1628,Tua Tagovailoa,PHI,0.5,INT,9,2023-10-22,2023-10-20 14:02:00
1629,Tua Tagovailoa,PHI,22.5,Pass Completions,9,2023-10-22,2023-10-20 14:02:00
1630,Tua Tagovailoa + Jalen Hurts,PHI/MIA,531.5,Pass Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1631,D'Andre Swift + Raheem Mostert,MIA/PHI,112.5,Rush Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1632,Jalen Hurts,MIA,1.5,Pass TDs,9,2023-10-22,2023-10-20 14:02:00
1633,Jalen Hurts,MIA,255.5,Pass Yards,9,2023-10-22,2023-10-20 14:02:00
1634,Jake Bailey,PHI,3.0,Punts,9,2023-10-22,2023-10-20 14:02:00
1635,Jalen Hurts,MIA,308.5,Pass+Rush Yds,9,2023-10-22,2023-10-20 14:02:00
1636,Jalen Hurts,MIA,22.5,Pass Completions,9,2023-10-22,2023-10-20 14:02:00
1637,Jalen Hurts,MIA,45.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1638,Jalen Hurts,MIA,32.5,Pass Attempts,9,2023-10-22,2023-10-20 14:02:00
1639,Raheem Mostert,PHI,15.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1640,Braden Mann,MIA,3.0,Punts,9,2023-10-22,2023-10-20 14:02:00
1641,Raheem Mostert,PHI,68.5,Rush+Rec Yds,9,2023-10-22,2023-10-20 14:02:00
1642,Raheem Mostert,PHI,50.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1643,Jaylen Waddle + A.J. Brown,PHI/MIA,143.5,Receiving Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1644,D'Andre Swift,MIA,89.5,Rush+Rec Yds,9,2023-10-22,2023-10-20 14:02:00
1645,Jalen Hurts,MIA,9.5,Rush Attempts,9,2023-10-22,2023-10-20 14:02:00
1646,D'Andre Swift,MIA,61.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1647,D'Andre Swift,MIA,13.5,Rush Attempts,9,2023-10-22,2023-10-20 14:02:00
1648,D'Andre Swift,MIA,22.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1649,A.J. Brown + Braxton Berrios,MIA/PHI,0.5,Rush+Rec TDs (Combo),9,2023-10-22,2023-10-20 14:02:00
1650,Raheem Mostert + Tua Tagovailoa,PHI,0.5,Rush+Rec TDs (Combo),9,2023-10-22,2023-10-20 14:02:00
1651,Tyreek Hill,PHI,98.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1652,Tyreek Hill,PHI,0.5,Pass+Rush+Rec TDs,9,2023-10-22,2023-10-20 14:02:00
1653,A.J. Brown,MIA,84.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1654,Jaylen Waddle,PHI,4.5,Receptions,9,2023-10-22,2023-10-20 14:02:00
1655,Jaylen Waddle,PHI,60.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1656,DeVonta Smith,MIA,60.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1657,D'Andre Swift,MIA,0.5,Pass+Rush+Rec TDs,9,2023-10-22,2023-10-20 14:02:00
1658,Raheem Mostert,PHI,0.5,Pass+Rush+Rec TDs,9,2023-10-22,2023-10-20 14:02:00
1659,Jalen Hurts,MIA,0.5,Rush TDs,9,2023-10-22,2023-10-20 14:02:00
1660,Kirk Cousins,SF,232.5,Pass Yards,9,2023-10-23,2023-10-20 14:02:00
1661,Brock Purdy + Kirk Cousins,MIN/SF,469.5,Pass Yards (Combo),9,2023-10-23,2023-10-20 14:02:00
1662,Kirk Cousins,SF,3.5,Rush Yards,9,2023-10-23,2023-10-20 14:02:00
1663,Kirk Cousins,SF,238.5,Pass+Rush Yds,9,2023-10-23,2023-10-20 14:02:00
1664,Brock Purdy,MIN,1.5,Pass TDs,9,2023-10-23,2023-10-20 14:02:00
1665,George Kittle + T.J. Hockenson,MIN/SF,92.5,Receiving Yards (Combo),9,2023-10-23,2023-10-20 14:02:00
1666,Brock Purdy,MIN,236.5,Pass Yards,9,2023-10-23,2023-10-20 14:02:00
1667,Alexander Mattison,SF,45.5,Rush Yards,9,2023-10-23,2023-10-20 14:02:00
1668,Alexander Mattison,SF,68.5,Rush+Rec Yds,9,2023-10-23,2023-10-20 14:02:00
1669,Alexander Mattison,SF,18.5,Receiving Yards,9,2023-10-23,2023-10-20 14:02:00
1670,T.J. Hockenson,SF,48.5,Receiving Yards,9,2023-10-23,2023-10-20 14:02:00
1671,Brandon Aiyuk,MIN,67.5,Receiving Yards,9,2023-10-23,2023-10-20 14:02:00
1672,Jordan Addison,SF,48.5,Receiving Yards,9,2023-10-23,2023-10-20 14:02:00
1673,George Kittle,MIN,43.5,Receiving Yards,9,2023-10-23,2023-10-20 14:02:00
1674,Danielle Hunter,SF,0.25,Sacks,9,2023-10-23,2023-10-20 14:02:00
1675,Javon Hargrave,MIN,0.25,Sacks,9,2023-10-23,2023-10-20 14:02:00
1676,Greg Joseph,SF,5.5,Kicking Points,9,2023-10-23,2023-10-20 14:02:00
1677,Jake Moody,MIN,1.5,FG Made,9,2023-10-23,2023-10-20 14:02:00
1678,Jake Moody,MIN,7.0,Kicking Points,9,2023-10-23,2023-10-20 14:02:00
1679,Jordan Hicks,SF,8.5,Tackles+Ast,9,2023-10-23,2023-10-20 14:02:00
1680,Josh Metellus,SF,5.5,Tackles+Ast,9,2023-10-23,2023-10-20 14:02:00
1681,Tua Tagovailoa + Brock Purdy,PHI/MIN,513.5,Pass Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1682,Tua Tagovailoa + Kirk Cousins,PHI/SF,509.5,Pass Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1683,Jalen Hurts + Brock Purdy,MIA/MIN,494.5,Pass Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1684,Jalen Hurts + Kirk Cousins,MIA/SF,490.5,Pass Yards (Combo),9,2023-10-22,2023-10-20 14:02:00
1685,Dillon Gabriel,UCF,0.5,Rush TDs,15,2023-10-21,2023-10-20 14:02:00
1686,Drew Allar,OSU,184.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1687,Drake Stoops,UCF,0.5,Rec TDs,15,2023-10-21,2023-10-20 14:02:00
1688,Kyle McCord,PSU,234.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1689,Marvin Harrison,PSU,6.0,Receptions,15,2023-10-21,2023-10-20 14:02:00
1690,Drew Allar,OSU,0.5,Pass INTs,15,2023-10-21,2023-10-20 14:02:00
1691,KeAndre Lambert-Smith,OSU,4.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1692,Jalil Farooq,UCF,0.5,Rec TDs,15,2023-10-21,2023-10-20 14:02:00
1693,Cade Stover,PSU,3.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1694,Kyle McCord,PSU,0.5,Pass INTs,15,2023-10-21,2023-10-20 14:02:00
1695,Nicholas Singleton,OSU,72.5,Rush+Rec Yds,15,2023-10-21,2023-10-20 14:02:00
1696,Nicholas Singleton,OSU,57.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1697,Harrison Wallace,OSU,25.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1698,KeAndre Lambert-Smith,OSU,51.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1699,Kaytron Allen,OSU,46.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1700,Marvin Harrison,PSU,85.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1701,Marvin Harrison,PSU,0.5,Rec TDs,15,2023-10-21,2023-10-20 14:02:00
1702,Theo Johnson,OSU,19.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1703,Cade Stover,PSU,46.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1704,Tyler Warren,OSU,19.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1705,Dillon Gabriel,UCF,2.5,Pass TDs,15,2023-10-21,2023-10-20 14:02:00
1706,John Rhys Plumlee,OKL,248.5,Pass+Rush Yds,15,2023-10-21,2023-10-20 14:02:00
1707,John Rhys Plumlee,OKL,42.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1708,John Rhys Plumlee,OKL,200.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1709,Dillon Gabriel,UCF,306.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1710,Dillon Gabriel,UCF,29.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1711,Dillon Gabriel,UCF,341.5,Pass+Rush Yds,15,2023-10-21,2023-10-20 14:02:00
1712,RJ Harvey,OKL,67.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1713,Jalil Farooq,UCF,5.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1714,Drake Stoops,UCF,63.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1715,Drake Stoops,UCF,5.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1716,Jalil Farooq,UCF,79.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1717,Javon Baker,OKL,46.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1718,Kobe Hudson,OKL,45.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1719,Blake Shapen,CIN,238.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1720,Emory Jones,BAY,228.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1721,Blake Shapen,CIN,1.5,Pass TDs,15,2023-10-21,2023-10-20 14:02:00
1722,Emory Jones,BAY,1.5,Pass TDs,15,2023-10-21,2023-10-20 14:02:00
1723,Emory Jones,BAY,51.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1724,Emory Jones,BAY,285.5,Pass+Rush Yds,15,2023-10-21,2023-10-20 14:02:00
1725,Corey Kiner,BAY,62.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1726,Corey Kiner,BAY,0.5,Rush TDs,15,2023-10-21,2023-10-20 14:02:00
1727,Dominic Richardson,CIN,43.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1728,Braden Smith,BAY,41.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1729,Ketron Jackson,CIN,37.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1730,Monaray Baldwin,CIN,56.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1731,Xzavier Henderson,BAY,50.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1732,Haynes King,BC,0.5,Pass INTs,15,2023-10-21,2023-10-20 14:02:00
1733,Haynes King,BC,262.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1734,Thomas Castellanos,GT,1.5,Pass TDs,15,2023-10-21,2023-10-20 14:02:00
1735,Thomas Castellanos,GT,210.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1736,Jamal Haynes,BC,0.5,Rush TDs,15,2023-10-21,2023-10-20 14:02:00
1737,Jamal Haynes,BC,53.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1738,Pat Garwo,GT,57.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1739,Lewis Bond,GT,59.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1740,Malik Rutherford,BC,45.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1741,Gavin Wimsatt,IU,196.5,Pass+Rush Yds,15,2023-10-21,2023-10-20 14:02:00
1742,Gavin Wimsatt,IU,21.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1743,Gavin Wimsatt,IU,170.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1744,Kyle Monangai,IU,73.5,Rush+Rec Yds,15,2023-10-21,2023-10-20 14:02:00
1745,Kyle Monangai,IU,66.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1746,Christian Dremel,IU,36.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1747,JaQuae Jackson,IU,35.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1748,Isaiah Washington,IU,33.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1749,Johnny Langan,IU,17.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1750,Cam Camper,RUT,35.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1751,DeQuece Carter,RUT,25.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1752,Donaven McCulley,RUT,32.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1753,Jaylin Lucas,RUT,35.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1754,Christian Turner,RUT,42.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1755,KJ Jefferson,MSST,1.5,Pass TDs,15,2023-10-21,2023-10-20 14:02:00
1756,KJ Jefferson,MSST,222.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1757,KJ Jefferson,MSST,266.5,Pass+Rush Yds,15,2023-10-21,2023-10-20 14:02:00
1758,KJ Jefferson,MSST,0.5,Pass INTs,15,2023-10-21,2023-10-20 14:02:00
1759,KJ Jefferson,MSST,37.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1760,Andrew Armstrong,MSST,68.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1761,Andrew Armstrong,MSST,5.0,Receptions,15,2023-10-21,2023-10-20 14:02:00
1762,Isaac TeSlaa,MSST,3.0,Receptions,15,2023-10-21,2023-10-20 14:02:00
1763,Isaac TeSlaa,MSST,35.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1764,Jermaine Burton,TEN,3.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1765,Jalen Milroe,TEN,227.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1766,Joe Milton,BAMA,190.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1767,Jalen Milroe,TEN,0.5,Pass INTs,15,2023-10-21,2023-10-20 14:02:00
1768,Jase McClellan,TEN,67.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1769,Jase McClellan,TEN,0.5,Rush TDs,15,2023-10-21,2023-10-20 14:02:00
1770,Jaylen Wright,BAMA,59.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1771,Isaiah Bond,TEN,39.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1772,Jermaine Burton,TEN,59.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1773,Ramel Keyton,BAMA,38.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1774,Squirrel White,BAMA,48.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1775,Bo Nix,WST,2.5,Pass TDs,15,2023-10-21,2023-10-20 14:02:00
1776,Bo Nix,WST,295.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1777,Troy Franklin,WST,7.0,Receptions,15,2023-10-21,2023-10-20 14:02:00
1778,Bo Nix,WST,0.5,Pass INTs,15,2023-10-21,2023-10-20 14:02:00
1779,Cameron Ward,ORE,248.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1780,Cameron Ward,ORE,1.5,Pass TDs,15,2023-10-21,2023-10-20 14:02:00
1781,Mar'Keise Irving,WST,27.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1782,Mar'Keise Irving,WST,87.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1783,Mar'Keise Irving,WST,121.5,Rush+Rec Yds,15,2023-10-21,2023-10-20 14:02:00
1784,Nakia Watson,ORE,29.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1785,Terrance Ferguson,WST,32.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1786,Tez Johnson,WST,48.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1787,Troy Franklin,WST,96.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1788,Heinrich Haarberg,NW,53.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1789,Billy Kemp,NW,4.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1790,Heinrich Haarberg,NW,0.5,Rush TDs,15,2023-10-21,2023-10-20 14:02:00
1791,Heinrich Haarberg,NW,142.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1792,Heinrich Haarberg,NW,202.5,Pass+Rush Yds,15,2023-10-21,2023-10-20 14:02:00
1793,Anthony Grant,NW,74.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1794,Anthony Grant,NW,0.5,Rush TDs,15,2023-10-21,2023-10-20 14:02:00
1795,Cam Porter,NEB,54.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1796,Billy Kemp,NW,50.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1797,Bryce Kirtz,NEB,36.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1798,Cam Johnson,NEB,31.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1799,Thomas Fidone,NW,24.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1800,Luke Altmyer,WIS,182.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1801,Braedyn Locke,ILL,179.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1802,Casey Washington,WIS,2.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1803,Braelon Allen,ILL,118.5,Rush+Rec Yds,15,2023-10-21,2023-10-20 14:02:00
1804,Braelon Allen,ILL,102.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1805,Isaiah Williams,WIS,5.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1806,Jackson Acker,ILL,31.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1807,Bryson Green,ILL,27.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1808,Skyler Bell,ILL,1.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1809,Casey Washington,WIS,29.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1810,Chimere Dike,ILL,32.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1811,Isaiah Williams,WIS,60.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1812,Pat Bryant,WIS,36.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1813,Skyler Bell,ILL,16.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1814,Tip Reiman,WIS,19.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1815,Will Pauling,ILL,39.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1816,Brady Cook,SC,293.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1817,Brady Cook,SC,319.5,Pass+Rush Yds,15,2023-10-21,2023-10-20 14:02:00
1818,Spencer Rattler,MIZ,1.5,Pass TDs,15,2023-10-21,2023-10-20 14:02:00
1819,Spencer Rattler,MIZ,0.5,Pass INTs,15,2023-10-21,2023-10-20 14:02:00
1820,Spencer Rattler,MIZ,270.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1821,Spencer Rattler,MIZ,290.5,Pass+Rush Yds,15,2023-10-21,2023-10-20 14:02:00
1822,Spencer Rattler,MIZ,17.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1823,Luther Burden,SC,101.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1824,Luther Burden,SC,8.0,Receptions,15,2023-10-21,2023-10-20 14:02:00
1825,Xavier Legette,MIZ,79.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1826,Theo Wease,SC,5.0,Receptions,15,2023-10-21,2023-10-20 14:02:00
1827,Theo Wease,SC,61.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1828,Trey Knox,MIZ,41.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1829,Trey Knox,MIZ,4.0,Receptions,15,2023-10-21,2023-10-20 14:02:00
1830,Xavier Legette,MIZ,5.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1831,Mookie Cooper,SC,36.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1832,Alan Bowman,WVU,242.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1833,Garrett Greene,OKS,216.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1834,Garrett Greene,OKS,267.5,Pass+Rush Yds,15,2023-10-21,2023-10-20 14:02:00
1835,Garrett Greene,OKS,1.5,Pass TDs,15,2023-10-21,2023-10-20 14:02:00
1836,Garrett Greene,OKS,46.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1837,Garrett Greene,OKS,0.5,Rush TDs,15,2023-10-21,2023-10-20 14:02:00
1838,Ollie Gordon,WVU,88.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1839,Brennan Presley,WVU,50.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1840,Devin Carter,OKS,50.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1841,Hudson Clement,OKS,42.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1842,Jaden Bray,WVU,38.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1843,Kole Taylor,OKS,34.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1844,Rashod Owens,WVU,51.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1845,Athan Kaliakmanis,IOW,116.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1846,Athan Kaliakmanis,IOW,0.5,Pass TDs,15,2023-10-21,2023-10-20 14:02:00
1847,Deacon Hill,MIN,0.5,Pass TDs,15,2023-10-21,2023-10-20 14:02:00
1848,Corey Crooms,IOW,2.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1849,Deacon Hill,MIN,99.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1850,Daniel Jackson,IOW,3.0,Receptions,15,2023-10-21,2023-10-20 14:02:00
1851,Kaleb Johnson,MIN,63.5,Rush+Rec Yds,15,2023-10-21,2023-10-20 14:02:00
1852,Kaleb Johnson,MIN,56.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1853,Leshon Williams,MIN,62.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1854,Leshon Williams,MIN,66.5,Rush+Rec Yds,15,2023-10-21,2023-10-20 14:02:00
1855,Corey Crooms,IOW,27.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1856,Daniel Jackson,IOW,32.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1857,Nico Ragaini,MIN,20.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1858,Quinn Ewers,HOU,2.5,Pass TDs,15,2023-10-21,2023-10-20 14:02:00
1859,Quinn Ewers,HOU,305.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1860,Xavier Worthy,HOU,5.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1861,Donovan Smith,TEX,231.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1862,Joseph Manjack,TEX,4.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1863,Jonathon Brooks,HOU,115.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1864,Samuel Brown,TEX,5.0,Receptions,15,2023-10-21,2023-10-20 14:02:00
1865,Adonai Mitchell,HOU,47.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1866,Adonai Mitchell,HOU,3.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1867,Ja'Tavion Sanders,HOU,35.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1868,Jordan Whittington,HOU,48.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1869,Joseph Manjack,TEX,51.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1870,Samuel Brown,TEX,56.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1871,Xavier Worthy,HOU,82.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1872,Mohamed Salah,Everton,0.5,Goals,82,2023-10-21,2023-10-20 14:02:00
1873,Lautaro Martinez,Torino,0.5,Goals,82,2023-10-21,2023-10-20 14:02:00
1874,Bryan Mbeumo,Burnley,0.5,Goal + Assist,82,2023-10-21,2023-10-20 14:02:00
1875,Kylian Mbappe,Strasbourg,1.5,Goal + Assist,82,2023-10-21,2023-10-20 14:02:00
1876,Vinicius Junior,Sevilla,0.5,Goal + Assist,82,2023-10-21,2023-10-20 14:02:00
1877,Bruno Fernandes,Sheff Utd,0.5,Goal + Assist,82,2023-10-21,2023-10-20 14:02:00
1878,Romelu Lukaku,Monza,0.5,Goal + Assist,82,2023-10-22,2023-10-20 14:02:00
1879,Jonathan David,Brest,0.5,Goal + Assist,82,2023-10-22,2023-10-20 14:02:00
1880,Ollie Watkins,West Ham,0.5,Goal + Assist,82,2023-10-22,2023-10-20 14:02:00
1881,Cucho Hernandez,Montréal,0.5,Goals,82,2023-10-21,2023-10-20 14:02:00
1882,Wissam Ben Yedder,Metz,0.5,Goals,82,2023-10-22,2023-10-20 14:02:00
1883,Folarin Balogun,Metz,0.5,Goals,82,2023-10-22,2023-10-20 14:02:00
1884,Alexandre Lacazette,Clermont,0.5,Goals,82,2023-10-22,2023-10-20 14:02:00
1885,Drake Maye,UVA,289.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1886,Tony Muskett,NC,226.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1887,Devontez Walker,UVA,5.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1888,Omarion Hampton,UVA,92.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1889,Malik Washington,NC,7.0,Receptions,15,2023-10-21,2023-10-20 14:02:00
1890,Kobe Pace,NC,36.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1891,Malachi Fields,NC,53.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1892,Malik Washington,NC,88.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1893,Jaxson Dart,AUB,240.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1894,Jaxson Dart,AUB,0.5,Pass INTs,15,2023-10-21,2023-10-20 14:02:00
1895,Jarquez Hunter,MIS,58.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1896,Jordan Watkins,AUB,4.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1897,Tre Harris,AUB,3.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1898,Quinshon Judkins,AUB,89.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1899,Jaxson Dart,AUB,35.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1900,Jay Fair,MIS,2.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1901,Jaxson Dart,AUB,281.5,Pass+Rush Yds,15,2023-10-21,2023-10-20 14:02:00
1902,Dayton Wade,AUB,52.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1903,Jay Fair,MIS,32.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1904,Jordan Watkins,AUB,58.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
